Sample	Unique Reads	Duplicate Reads
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG368 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG368_1	19635402	1533141
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG367 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG367_2	19678698	3871311
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG367 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG367_1	19335826	4214183
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG366 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG366_2	19503105	2725222
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG366 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG366_1	19253184	2975143
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG365 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG365_2	16139824	4289634
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG365 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG365_1	15718669	4710789
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG364 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG364_2	5504153	10336942
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG364 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG364_1	5033280	10807815
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG363 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG363_2	19615962	1238305
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG363 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG363_1	19458964	1395303
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG362 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG362_2	22003358	1520414
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG362 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG362_1	21805558	1718214
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG361 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG361_2	22958603	2931329
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG361 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG361_1	22570050	3319882
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG360 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG360_2	21287804	6006068
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG360 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG360_1	20564668	6729204
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG359 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG359_2	15043959	753622
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG359 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG359_1	14973300	824281
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG358 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG358_2	21902143	1486509
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG358 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG358_1	21666626	1722026
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG357 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG357_2	12590773	5108001
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG357 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG357_1	12020068	5678706
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG356 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG356_2	22304464	11034210
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG356 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG356_1	20926378	12412296
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG355 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG355_2	15840982	10140118
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG355 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG355_1	14696129	11284971
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG354 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG354_2	12950521	3920844
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG354 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG354_1	12525421	4345944
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG353 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG353_2	25874568	4893468
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG353 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG353_1	25357711	5410325
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG352 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG352_2	25432712	3835991
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG352 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG352_1	25075450	4193253
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG351 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG351_2	16067244	6578979
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG351 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG351_1	15311587	7334636
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG350 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG350_2	18726581	2313076
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG350 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG350_1	18426575	2613082
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG349 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG349_2	20638050	12032680
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG349 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG349_1	18996841	13673889
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG348 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG348_2	10241280	31724957
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG348 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG348_1	8752912	33213325
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG347 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG347_2	24021893	4896666
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG347 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG347_1	23655477	5263082
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG346 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG346_2	23831301	4246876
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG346 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG346_1	23437477	4640700
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG344 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG344_2	24254522	8766447
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG344 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG344_1	23514346	9506623
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG343 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG343_2	20616341	5426015
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG343 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG343_1	20078182	5964174
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG342 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG342_2	20672228	5604305
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG342 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG342_1	20208149	6068384
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG341 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG341_2	22133526	2258819
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG341 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG341_1	21894942	2497403
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG340 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG340_2	47814226	20379972
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG340 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG340_1	45846854	22347344
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG339 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG339_2	40712170	8863018
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG339 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG339_1	39751690	9823498
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG338 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG338_2	49585892	24454722
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG338 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG338_1	47373849	26666765
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG337 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG337_2	33452340	34707118
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG337 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG337_1	29562968	38596490
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG336 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG336_2	53218490	14363012
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG336 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG336_1	51596192	15985310
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG335 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG335_2	50526882	12608492
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG335 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG335_1	48716751	14418623
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG334 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG334_2	49971714	12093186
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG334 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG334_1	48765122	13299778
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG333 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG333_2	38862804	7248909
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG333 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG333_1	38102177	8009536
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG332 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG332_2	17895241	6406290
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG332 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG332_1	17174263	7127268
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG331 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG331_2	14854094	20156652
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG331 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG331_1	13757279	21253467
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG330 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG330_2	43538744	12498108
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG330 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG330_1	42403521	13633331
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG329 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG329_2	44467015	19525936
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG329 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG329_1	42164779	21828172
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG328 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG328_2	39555291	33738278
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG328 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG328_1	36960466	36333103
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG327 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG327_2	28224497	4336860
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG327 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG327_1	27659322	4902035
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326_2	11931306	1008172
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326_1	11730672	1208806
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325_2	19968086	2365161
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325_1	19756070	2577177
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324_2	32008884	4133268
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324_1	31727460	4414692
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323_2	22037744	3206013
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323_1	21717122	3526635
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322_2	20055173	4500941
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322_1	19677334	4878780
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321_2	17679388	2825145
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321_1	17263727	3240806
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320_2	22280630	3403386
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320_1	21964796	3719220
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319_2	24223915	2302595
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319_1	23864547	2661963
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318_2	21355295	2426963
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318_1	20927928	2854330
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317_2	13212097	722846
