Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212_2 - illumina_universal_adapter	(1, 0.008229784855285553)	(2, 0.013848164746721216)	(3, 0.022463871517846654)	(4, 0.029957188717071093)	(5, 0.03268758627163828)	(6, 0.0359775706041733)	(7, 0.03901992170737773)	(8, 0.04356736828235771)	(9, 0.04894776299235878)	(10, 0.06076726486814833)	(15, 0.07217125748121693)	(20, 0.08810725979263194)	(25, 0.12023525928630238)	(30, 0.17682234660271168)	(35, 0.2450051010837234)	(40, 0.3136901972585201)	(45, 0.3797542404215708)	(50, 0.4427707868558726)	(55, 0.5037889009693168)	(60, 0.5629610219186603)	(65, 0.6211895637837753)	(70, 0.679454125027702)	(75, 0.7380692320118498)	(80, 0.7974413891542371)	(85, 0.8580626468975592)	(90, 0.9200224104856529)	(95, 0.9846759090463089)	(100, 1.051032609662205)	(105, 1.1202682877702663)	(110, 1.1922690964053206)	(115, 1.2687273031683257)	(120, 1.349038297057799)	(125, 1.434362416634032)	(130, 1.5257815296677635)	(135, 1.6229116438527318)	(140, 1.6841761047891206)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212_2 - polyg	(1, 0.2884669840424182)	(2, 0.28909410715565803)	(3, 0.28917772357075666)	(4, 0.28928706811357796)	(5, 0.28940284468832994)	(6, 0.2895379173588739)	(7, 0.2896601259655565)	(8, 0.28984022285961514)	(9, 0.2904512658930283)	(10, 0.2958290877902571)	(15, 0.3018501128805524)	(20, 0.30260909264837077)	(25, 0.3032445774031205)	(30, 0.30396625138574107)	(35, 0.30497029157011785)	(40, 0.30559355546419925)	(45, 0.3061550718517463)	(50, 0.30715139359780624)	(55, 0.30841914709134033)	(60, 0.3092578840550989)	(65, 0.3100245822612342)	(70, 0.31085817359944834)	(75, 0.32393449451448986)	(80, 0.35355335835200796)	(85, 0.38373309537388)	(90, 0.40443394693953144)	(95, 0.42580180021639286)	(100, 0.4592078444546863)	(105, 0.5135250677027641)	(110, 0.5797775694013834)	(115, 0.6473087590478188)	(120, 0.7129270623980745)	(125, 0.7767032318033877)	(130, 0.8386411264829171)	(135, 0.8992475905527988)	(140, 0.9357834615285537)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213_1 - illumina_universal_adapter	(1, 0.004523761294852159)	(2, 0.007538718265688562)	(3, 0.01202270440261412)	(4, 0.016326376490272416)	(5, 0.01790677609855605)	(6, 0.01985841051415464)	(7, 0.021693371133168528)	(8, 0.024406036903762758)	(9, 0.027503195867647472)	(10, 0.03576582200760019)	(15, 0.04320218553355762)	(20, 0.052772088530697966)	(25, 0.07150565757868832)	(30, 0.10877657156223111)	(35, 0.1592989771606005)	(40, 0.21274034901534344)	(45, 0.2646426874260464)	(50, 0.31466816871805275)	(55, 0.36397186347755106)	(60, 0.41201282955673946)	(65, 0.4592169263131523)	(70, 0.506121913881957)	(75, 0.5546645772864597)	(80, 0.6038897824009829)	(85, 0.6545468932008636)	(90, 0.7065499953449808)	(95, 0.7614455469735202)	(100, 0.8200704174092579)	(105, 0.8824357436964132)	(110, 0.9471965951616278)	(115, 1.016070197956453)	(120, 1.0903176897548819)	(125, 1.1688280178121642)	(130, 1.253137033559706)	(135, 1.3430909397201911)	(140, 1.4002552663568641)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 3.447180353638808e-05)	(4, 6.364025268256261e-05)	(5, 8.220199304831003e-05)	(6, 9.015702463363035e-05)	(7, 0.00012197715097491166)	(8, 0.00014584224573087264)	(9, 0.00015910063170640652)	(10, 0.00023281725773037485)	(15, 0.0004619221673876002)	(20, 0.0006289778306793272)	(25, 0.0007297415640933845)	(30, 0.0009047522589704317)	(35, 0.0011471155546031908)	(40, 0.001421829312016253)	(45, 0.0016854060252098663)	(50, 0.0018922368464281947)	(55, 0.0021266451104756338)	(60, 0.0025297000441318633)	(65, 0.011296675186593884)	(70, 0.2901109862141689)	(75, 0.3263806268888394)	(80, 0.3430665708067683)	(85, 0.35252404269083615)	(90, 0.3626709506456317)	(95, 0.3811085925186481)	(100, 0.4171957978022952)	(105, 0.4672234004360577)	(110, 0.5217036994158435)	(115, 0.5752251519218786)	(120, 0.6274531162921406)	(125, 0.6788086788652127)	(130, 0.7287535491704877)	(135, 0.7780779270121079)	(140, 0.8079262661911079)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213_2 - illumina_universal_adapter	(1, 0.004587401547534721)	(2, 0.007631526967517299)	(3, 0.012173850002735204)	(4, 0.016498735507954356)	(5, 0.018087090147823313)	(6, 0.0200784997213485)	(7, 0.021934673757923243)	(8, 0.02466059791449301)	(9, 0.027773666941548363)	(10, 0.03609622098611049)	(15, 0.043614786505116236)	(20, 0.053364473216084826)	(25, 0.07243745694504884)	(30, 0.1103262117150515)	(35, 0.1617295044776354)	(40, 0.21598016821232488)	(45, 0.26871990628124254)	(50, 0.31959498494656113)	(55, 0.36967403011790867)	(60, 0.4186489169052138)	(65, 0.4669635360709373)	(70, 0.5149901830932722)	(75, 0.5647621640454263)	(80, 0.6152803269602835)	(85, 0.667243123611035)	(90, 0.7206447203078512)	(95, 0.7770326358617969)	(100, 0.8371546432418917)	(105, 0.9010648366629163)	(110, 0.967415633774317)	(115, 1.037942292132572)	(120, 1.1141928608841842)	(125, 1.1950424985629897)	(130, 1.281895003076078)	(135, 1.3748060596445464)	(140, 1.433902398285574)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213_2 - polyg	(1, 0.2643907780925112)	(2, 0.2649158101771424)	(3, 0.26495558533506897)	(4, 0.26506695577726347)	(5, 0.2651491577703118)	(6, 0.26525257318092094)	(7, 0.26536924697750564)	(8, 0.2655124375460414)	(9, 0.26608519982018447)	(10, 0.2722991401591977)	(15, 0.2794698056302054)	(20, 0.2800362038790802)	(25, 0.28056123596371135)	(30, 0.28120400251580524)	(35, 0.2820048090287275)	(40, 0.2825812836509437)	(45, 0.28307608661555067)	(50, 0.2839012885586679)	(55, 0.2850022649300762)	(60, 0.28559464961546305)	(65, 0.28613134907975263)	(70, 0.2866738822338715)	(75, 0.29406304590575605)	(80, 0.3134998397458887)	(85, 0.34112077008099895)	(90, 0.3618388543418072)	(95, 0.3796507003967784)	(100, 0.4025055061414037)	(105, 0.4401762930459686)	(110, 0.4900851005413903)	(115, 0.5430115166848435)	(120, 0.5948878686590343)	(125, 0.6455237660413543)	(130, 0.6952893829682403)	(135, 0.7442759371352038)	(140, 0.7741942805921546)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214_1 - illumina_universal_adapter	(1, 0.007592707838424716)	(2, 0.013031623864827457)	(3, 0.0211852642960535)	(4, 0.028986250903113308)	(5, 0.03198735861480986)	(6, 0.03539082303864238)	(7, 0.038616777148297275)	(8, 0.04406516039145616)	(9, 0.05095019377735937)	(10, 0.06734551975564355)	(15, 0.08190373232239868)	(20, 0.09946494604420159)	(25, 0.12952477932746123)	(30, 0.18437877993421517)	(35, 0.2582207038279224)	(40, 0.337235041596347)	(45, 0.4156614652042152)	(50, 0.49221716678107014)	(55, 0.5665636933278796)	(60, 0.6386944177929144)	(65, 0.7093738179292328)	(70, 0.7801403164597078)	(75, 0.8507917883065957)	(80, 0.9229991972273552)	(85, 0.9966730780236409)	(90, 1.072156143942025)	(95, 1.1501480223007863)	(100, 1.230453215073911)	(105, 1.3143469563584502)	(110, 1.402162018823383)	(115, 1.4937057446077218)	(120, 1.5894514945492735)	(125, 1.6899843426435677)	(130, 1.7950709219975658)	(135, 1.9064868091138814)	(140, 1.9760732190757033)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 3.076845445745677e-05)	(4, 4.496927959166758e-05)	(5, 7.33709298600892e-05)	(6, 9.703897175044057e-05)	(7, 0.00010887299269561624)	(8, 0.0001183402094517568)	(9, 0.0001372746429640379)	(10, 0.00020591196444605682)	(15, 0.00045631984764597414)	(20, 0.0006229428625540477)	(25, 0.0007540638146265943)	(30, 0.0009476683972896684)	(35, 0.0012572463852154642)	(40, 0.0016804309742149467)	(45, 0.016425147711066033)	(50, 0.055381324580070945)	(55, 0.08900035800280165)	(60, 0.09800084097286445)	(65, 0.11017094811288311)	(70, 0.2506582910831173)	(75, 0.32415560828690093)	(80, 0.3615118255241181)	(85, 0.3920696344087508)	(90, 0.42031602232237164)	(95, 0.45489976513255315)	(100, 0.5046405219693155)	(105, 0.5717914904206204)	(110, 0.6462809719404476)	(115, 0.7227803435776035)	(120, 0.8000517667412226)	(125, 0.8754127055634525)	(130, 0.9484787910439941)	(135, 1.019760306166003)	(140, 1.062967263358515)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214_2 - illumina_universal_adapter	(1, 0.007682646397608051)	(2, 0.013187832941303776)	(3, 0.02143377873590219)	(4, 0.029329437510523405)	(5, 0.03237314769762259)	(6, 0.035828681813613886)	(7, 0.039085404377726236)	(8, 0.04454325483764126)	(9, 0.05153006080367298)	(10, 0.0680550876515163)	(15, 0.08278276339820632)	(20, 0.10053568825932109)	(25, 0.13103953400844373)	(30, 0.18663434432636566)	(35, 0.26156547150786674)	(40, 0.3418067605678873)	(45, 0.4214137461052462)	(50, 0.4991334419822686)	(55, 0.5746889321088371)	(60, 0.6479216406042868)	(65, 0.719943018715788)	(70, 0.792255040381703)	(75, 0.8644936911177578)	(80, 0.938350289197437)	(85, 1.013709334576316)	(90, 1.0909107003359395)	(95, 1.1708949544610305)	(100, 1.2532119307948348)	(105, 1.3390478715968965)	(110, 1.4290583816275784)	(115, 1.5227469053680207)	(120, 1.6209138959949556)	(125, 1.7239858516232467)	(130, 1.8321095141126142)	(135, 1.946919871796844)	(140, 2.018644926023878)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214_2 - polyg	(1, 0.2499463563830555)	(2, 0.25051202258423494)	(3, 0.2505664590805827)	(4, 0.2506634980523332)	(5, 0.2507652706324617)	(6, 0.2508599428000231)	(7, 0.2509593485759626)	(8, 0.25112739167338405)	(9, 0.25179956406307)	(10, 0.25728344936906444)	(15, 0.2628042568204078)	(20, 0.26338649065091047)	(25, 0.26389535355155297)	(30, 0.2645372308476194)	(35, 0.26540679470667083)	(40, 0.26599328878471373)	(45, 0.26643398772471205)	(50, 0.2672841437894135)	(55, 0.2683610396954245)	(60, 0.2689915563313835)	(65, 0.2694885852110808)	(70, 0.2699638394922391)	(75, 0.2817827128906049)	(80, 0.31213981678000735)	(85, 0.35005175964081003)	(90, 0.3762044725688104)	(95, 0.4006990024819729)	(100, 0.43393366690440427)	(105, 0.4867446421351831)	(110, 0.5570860626333073)	(115, 0.6333757354193146)	(120, 0.7101496563423987)	(125, 0.7860511732414042)	(130, 0.8598050520192793)	(135, 0.9319878461764729)	(140, 0.9748724446384383)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215_1 - illumina_universal_adapter	(1, 0.0057431423273534765)	(2, 0.009829283826206538)	(3, 0.015800686471771807)	(4, 0.021070399990982307)	(5, 0.023209283713485393)	(6, 0.02557924578282017)	(7, 0.027777308106341127)	(8, 0.031215303022617498)	(9, 0.03527326423527157)	(10, 0.044990390522406144)	(15, 0.054161946468728336)	(20, 0.06614589497770938)	(25, 0.08750711552226524)	(30, 0.12390871841694424)	(35, 0.1694717323549138)	(40, 0.2170355466130114)	(45, 0.264739135090656)	(50, 0.3117297623274662)	(55, 0.3577233710385563)	(60, 0.40353380788935295)	(65, 0.44911936605628167)	(70, 0.49524711292967893)	(75, 0.5429433745329117)	(80, 0.5920052528053474)	(85, 0.6433176087336342)	(90, 0.6976508913424524)	(95, 0.7547931848795857)	(100, 0.8156924741727677)	(105, 0.879672432353223)	(110, 0.9475063264742516)	(115, 1.0201207243460764)	(120, 1.0984500842590557)	(125, 1.1823540683879186)	(130, 1.2720677003195644)	(135, 1.3671429135034296)	(140, 1.427672477441681)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.8180286198986637e-05)	(4, 5.354254377807461e-05)	(5, 8.454085859695991e-05)	(6, 0.00011272114479594655)	(7, 0.00014090143099493318)	(8, 0.0001549915740944265)	(9, 0.0002028980606327038)	(10, 0.0003178736283245692)	(15, 0.0006875989832552741)	(20, 0.0009710926624170796)	(25, 0.0012810758106059326)	(30, 0.0016699637601519483)	(35, 0.0020825231501051126)	(40, 0.0024708474939271483)	(45, 0.0029138415929752188)	(50, 0.003338236703131957)	(55, 0.0037355787385376683)	(60, 0.004299184462517401)	(65, 0.011866154912669295)	(70, 0.25990565240180574)	(75, 0.3048441911976058)	(80, 0.32525122725146394)	(85, 0.3370908926951063)	(90, 0.3501524553483365)	(95, 0.37161174328886487)	(100, 0.40740521560736964)	(105, 0.4533052657682791)	(110, 0.5023395273602398)	(115, 0.5519227409273568)	(120, 0.6009395307418741)	(125, 0.6494828917482487)	(130, 0.6975015358255979)	(135, 0.7459051226124253)	(140, 0.7753721206792576)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215_2 - illumina_universal_adapter	(1, 0.005824865157330538)	(2, 0.009970185257201471)	(3, 0.015950041988626436)	(4, 0.021245117765416027)	(5, 0.0234093637454982)	(6, 0.025846958501710544)	(7, 0.0280478388538514)	(8, 0.03152810419942625)	(9, 0.035628335841378804)	(10, 0.045404640729531244)	(15, 0.054692863060717245)	(20, 0.06690056304211825)	(25, 0.08879157296721504)	(30, 0.1260622558882708)	(35, 0.17270175675904165)	(40, 0.2214761961122477)	(45, 0.27041239030823594)	(50, 0.31878046993445264)	(55, 0.36617182084101246)	(60, 0.4133320934007405)	(65, 0.46045629519413395)	(70, 0.5083205113031128)	(75, 0.5577149169526966)	(80, 0.6086276764226818)	(85, 0.6619921207919788)	(90, 0.7182782972343867)	(95, 0.7774512621950189)	(100, 0.8404804175191203)	(105, 0.9067948306082997)	(110, 0.97702799429631)	(115, 1.0520664603869716)	(120, 1.1330504032598954)	(125, 1.2197543806254898)	(130, 1.3125853158164675)	(135, 1.4112264624159523)	(140, 1.4741276792407103)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215_2 - polyg	(1, 0.23686939564558218)	(2, 0.23742736531232211)	(3, 0.23752599631401858)	(4, 0.23759644702951604)	(5, 0.23770635014569208)	(6, 0.23779934509014874)	(7, 0.23794024652114368)	(8, 0.23815159866763608)	(9, 0.23882792553641174)	(10, 0.24451865253143512)	(15, 0.25063997429957896)	(20, 0.25130446544815105)	(25, 0.2519345766475604)	(30, 0.2526605008200463)	(35, 0.2535724148814455)	(40, 0.25422788833843396)	(45, 0.25472724300988003)	(50, 0.25563633904265937)	(55, 0.256786094719578)	(60, 0.25748778384593274)	(65, 0.258091969182039)	(70, 0.2587294072558601)	(75, 0.2677172277361649)	(80, 0.2904964802822537)	(85, 0.3200350562760315)	(90, 0.34242880250691826)	(95, 0.36324727073928165)	(100, 0.3894994617565336)	(105, 0.4270885819116379)	(110, 0.47331552339245564)	(115, 0.5218791742048932)	(120, 0.5709681055520799)	(125, 0.6202599349598995)	(130, 0.6688788191332872)	(135, 0.7172452079423319)	(140, 0.7465887763556127)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216_1 - illumina_universal_adapter	(1, 0.0063027965933863716)	(2, 0.010913064633890947)	(3, 0.01769216572269007)	(4, 0.02398297981304719)	(5, 0.02612185660376861)	(6, 0.028775981024747852)	(7, 0.03125336352604563)	(8, 0.03518662014539749)	(9, 0.03965309814955104)	(10, 0.0507051598185813)	(15, 0.0608585337604177)	(20, 0.07340301618174125)	(25, 0.09730870885024977)	(30, 0.14061527217341965)	(35, 0.1975806906996335)	(40, 0.25835714431430085)	(45, 0.3175093696433531)	(50, 0.3753644890194889)	(55, 0.43134973879790994)	(60, 0.485099652636224)	(65, 0.5380473378967298)	(70, 0.5908644138742167)	(75, 0.6436551283450392)	(80, 0.6971216559867116)	(85, 0.7515989077589015)	(90, 0.8069221242449564)	(95, 0.8639013226496537)	(100, 0.9228809999350848)	(105, 0.9850815740347787)	(110, 1.04950130769549)	(115, 1.1170322982677465)	(120, 1.1879070063103154)	(125, 1.2629072901458562)	(130, 1.340943940249009)	(135, 1.423336230203295)	(140, 1.4750341403978497)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 4.793001211700663e-05)	(4, 8.687314696207452e-05)	(5, 0.00010784252726326491)	(6, 0.00013480315907908114)	(7, 0.00016176379089489736)	(8, 0.0001947156742253394)	(9, 0.00022167630604115566)	(10, 0.0003157389548207812)	(15, 0.0006278831587327868)	(20, 0.0008549515911371057)	(25, 0.0010263013844554044)	(30, 0.001286920825341628)	(35, 0.0015756991483465929)	(40, 0.0018794556001381223)	(45, 0.002252111444347849)	(50, 0.0028500383455075063)	(55, 0.004080042281460189)	(60, 0.004722304443828078)	(65, 0.010623088060583055)	(70, 0.23377144459888227)	(75, 0.29541303493226156)	(80, 0.31872858932657944)	(85, 0.33252704068991423)	(90, 0.3457539266587536)	(95, 0.36839306875707023)	(100, 0.40833314785417185)	(105, 0.46416022859260686)	(110, 0.5256148918787298)	(115, 0.5867208643267015)	(120, 0.6473259681480505)	(125, 0.7065321147407345)	(130, 0.7632722622099983)	(135, 0.8192718909920546)	(140, 0.8532201194493788)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216_2 - illumina_universal_adapter	(1, 0.006386674114591133)	(2, 0.01105086341872734)	(3, 0.017913842028731225)	(4, 0.02425258613120535)	(5, 0.02640644105071334)	(6, 0.029084530477751083)	(7, 0.031579886733592744)	(8, 0.035585038371120106)	(9, 0.04007248575557485)	(10, 0.051234786452474236)	(15, 0.06149420554611949)	(20, 0.07427054940105907)	(25, 0.09861599993074113)	(30, 0.14264870293748366)	(35, 0.20061406134148854)	(40, 0.2625713906296886)	(45, 0.3229679988983286)	(50, 0.38206031171223465)	(55, 0.43923901879236926)	(60, 0.4942716595799648)	(65, 0.5487842597360907)	(70, 0.603053615080723)	(75, 0.6574985140947337)	(80, 0.7128229288310917)	(85, 0.7691724467016019)	(90, 0.8264721770623318)	(95, 0.8853961357086767)	(100, 0.9465799944263387)	(105, 1.0109236391928142)	(110, 1.0775661271654517)	(115, 1.1475487378574931)	(120, 1.2210907510743736)	(125, 1.2990620965360171)	(130, 1.3803687717158528)	(135, 1.466156303903477)	(140, 1.520043417401476)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216_2 - polyg	(1, 0.2710741747792456)	(2, 0.2717242255685825)	(3, 0.2718200855928165)	(4, 0.27196088000341023)	(5, 0.2720597356534015)	(6, 0.2721945388124806)	(7, 0.2723712807321621)	(8, 0.2725630007806301)	(9, 0.2731231827972476)	(10, 0.2772637367190055)	(15, 0.2816175791946841)	(20, 0.28241920864734105)	(25, 0.28313037020212717)	(30, 0.2838972503959992)	(35, 0.28501042492741674)	(40, 0.2858234377579515)	(45, 0.28650823780607315)	(50, 0.28759564995597775)	(55, 0.28903894244585115)	(60, 0.2900898079615165)	(65, 0.290994486940225)	(70, 0.29192073442438615)	(75, 0.30286075969009296)	(80, 0.32722598134977327)	(85, 0.351784720433376)	(90, 0.3680084304098313)	(95, 0.38464194198988694)	(100, 0.4102803045964253)	(105, 0.45276966121300016)	(110, 0.5084313834096313)	(115, 0.5685146492240565)	(120, 0.628177329182155)	(125, 0.6874326040372588)	(130, 0.7451529202543155)	(135, 0.801184302669399)	(140, 0.8349677717100712)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217_1 - illumina_universal_adapter	(1, 0.008440020685290893)	(2, 0.014777793571212455)	(3, 0.024554668023137965)	(4, 0.03336445677154056)	(5, 0.036389831833363584)	(6, 0.03985737709652997)	(7, 0.04313098806086155)	(8, 0.04873181061121083)	(9, 0.05557122688345177)	(10, 0.07081601424625844)	(15, 0.084789109766839)	(20, 0.10172034979231317)	(25, 0.1317222444011233)	(30, 0.18322860838099742)	(35, 0.24912024291124238)	(40, 0.31938703522320067)	(45, 0.3885941705263255)	(50, 0.4551586277839947)	(55, 0.5197459895098093)	(60, 0.5832023264048193)	(65, 0.6460308333297349)	(70, 0.708707812922494)	(75, 0.771219819071711)	(80, 0.8349792106310335)	(85, 0.8999735758053362)	(90, 0.967552697314509)	(95, 1.0369103256335297)	(100, 1.1093760743152097)	(105, 1.1848278940408155)	(110, 1.2643440595118682)	(115, 1.3481722894727473)	(120, 1.4373613806115504)	(125, 1.5315203613818267)	(130, 1.63029135835746)	(135, 1.7348193596387713)	(140, 1.8002610665957195)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00010084583539410074)	(4, 0.0001318753232076702)	(5, 0.0001551474390678473)	(6, 0.0001758337642768936)	(7, 0.00020944904274159385)	(8, 0.00022754957729950937)	(9, 0.00027409380901986357)	(10, 0.00038011122571622585)	(15, 0.0006723055692940049)	(20, 0.0008848575608169558)	(25, 0.0011036154499026204)	(30, 0.0013797778914433887)	(35, 0.0017148963598299389)	(40, 0.00205932367456056)	(45, 0.0024358147933652026)	(50, 0.002782310740616728)	(55, 0.003175350919588608)	(60, 0.0037643940299162014)	(65, 0.01160864854918656)	(70, 0.24167471731037643)	(75, 0.2857945117162303)	(80, 0.31444041770758746)	(85, 0.3310406765297169)	(90, 0.34910966444168856)	(95, 0.3791736180261258)	(100, 0.4297806440175367)	(105, 0.4959168943433787)	(110, 0.5676844795492533)	(115, 0.6390238578233005)	(120, 0.7084745746057619)	(125, 0.776278142743453)	(130, 0.8425602316620188)	(135, 0.9087409575870602)	(140, 0.9487757199222577)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217_2 - illumina_universal_adapter	(1, 0.008515008614173685)	(2, 0.014935526800931433)	(3, 0.0248597913199714)	(4, 0.03376525432246583)	(5, 0.036790629384288856)	(6, 0.040294375716571074)	(7, 0.04359384458741396)	(8, 0.049210181881670034)	(9, 0.056057355525864355)	(10, 0.07141074609601852)	(15, 0.08553174884184375)	(20, 0.10271898214177991)	(25, 0.13326854721049947)	(30, 0.1856028813568657)	(35, 0.2526927712748447)	(40, 0.3241950543599133)	(45, 0.39467646729591543)	(50, 0.4625358885116708)	(55, 0.5285712930021187)	(60, 0.5936178911475741)	(65, 0.6580609657550557)	(70, 0.7225660993381643)	(75, 0.7869838331972647)	(80, 0.8526101656067038)	(85, 0.9196312734933626)	(90, 0.9892443779287149)	(95, 1.060816994519494)	(100, 1.1354491186086915)	(105, 1.213175399791032)	(110, 1.2948357028700026)	(115, 1.3808727152050775)	(120, 1.4725633002197842)	(125, 1.5693132432224939)	(130, 1.6710082522664262)	(135, 1.778931396672672)	(140, 1.846554476622914)																																						
