Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431_2 - polyg	(1, 0.3252465919298124)	(2, 0.32589136099717403)	(3, 0.3259880763572783)	(4, 0.32613494042262176)	(5, 0.3262925506390879)	(6, 0.32638926599919216)	(7, 0.3265397121149099)	(8, 0.3267653812884864)	(9, 0.3275211939174492)	(10, 0.3328949858888708)	(15, 0.3384779696021474)	(20, 0.3393075724688194)	(25, 0.3400426092056116)	(30, 0.3408908387342295)	(35, 0.3418780518173675)	(40, 0.3426345808564052)	(45, 0.34335099093125143)	(50, 0.3444979634610802)	(55, 0.34613997535262775)	(60, 0.34733423094739646)	(65, 0.3483386378723309)	(70, 0.3494397601573695)	(75, 0.3590038346565666)	(80, 0.38160155764744114)	(85, 0.40609275246613424)	(90, 0.42342772704718834)	(95, 0.4392782999531611)	(100, 0.4595713317332553)	(105, 0.48882163867915185)	(110, 0.5259710831103028)	(115, 0.5655742320478023)	(120, 0.6043585242697525)	(125, 0.6434207836007431)	(130, 0.6819729589584429)	(135, 0.7203818523011736)	(140, 0.7436981345971189)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432_1 - illumina_universal_adapter	(1, 0.007809070248239913)	(2, 0.01272589225639097)	(3, 0.0200704499084954)	(4, 0.02689790863282637)	(5, 0.02982959662164371)	(6, 0.03303298065725728)	(7, 0.03631524419032781)	(8, 0.04050462194415349)	(9, 0.04533818226054442)	(10, 0.05629805021275992)	(15, 0.06556902048053566)	(20, 0.07651311253325976)	(25, 0.09623736909180514)	(30, 0.12939655694499355)	(35, 0.17055412584031862)	(40, 0.2128922578809163)	(45, 0.25335568719862006)	(50, 0.29219770462415273)	(55, 0.32906598173554)	(60, 0.3650061100935169)	(65, 0.3997428878958448)	(70, 0.4338845637118028)	(75, 0.4685705080602138)	(80, 0.5035412950383307)	(85, 0.5390475861602942)	(90, 0.5755118249569297)	(95, 0.6133853774414628)	(100, 0.6531809603473643)	(105, 0.6943560580199021)	(110, 0.737596045648091)	(115, 0.7826590261063966)	(120, 0.8298736639675564)	(125, 0.8799779207522229)	(130, 0.9325265655191949)	(135, 0.9890086678926879)	(140, 1.0243948868907446)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 1.752877721265974e-05)	(4, 6.135072024430909e-05)	(5, 8.326169176013375e-05)	(6, 9.202608036646362e-05)	(7, 0.00010517266327595844)	(8, 0.00014461241200444284)	(9, 0.0001928165493392571)	(10, 0.0003234059395735722)	(15, 0.0007160505491371503)	(20, 0.0009842408404908444)	(25, 0.0012647012758934)	(30, 0.0016328055973592547)	(35, 0.002091183121470307)	(40, 0.002534661184950598)	(45, 0.0030727946453792524)	(50, 0.0037161007690838647)	(55, 0.00481515510031763)	(60, 0.005590803491977823)	(65, 0.01578028168569693)	(70, 0.33960165327920916)	(75, 0.4067070710824344)	(80, 0.43142702914658776)	(85, 0.44475766421681556)	(90, 0.4569909978335308)	(95, 0.4764751101442627)	(100, 0.5083695967215577)	(105, 0.5498908877440455)	(110, 0.5938346557773229)	(115, 0.6365181047290098)	(120, 0.678146321292495)	(125, 0.7180199072569926)	(130, 0.7565946108300323)	(135, 0.7943489676295195)	(140, 0.8169067510244913)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432_2 - illumina_universal_adapter	(1, 0.007923007300122202)	(2, 0.012883651251304909)	(3, 0.020302706206563142)	(4, 0.02716522248531943)	(5, 0.030096910474136773)	(6, 0.03337479181290414)	(7, 0.036630762180155686)	(8, 0.04083328651689086)	(9, 0.04567561122188812)	(10, 0.05669420057776603)	(15, 0.0660992659912186)	(20, 0.0772317923989788)	(25, 0.09747665364074018)	(30, 0.13149475157734894)	(35, 0.1737206994437856)	(40, 0.21727620506180254)	(45, 0.2591270370958883)	(50, 0.29930124158958316)	(55, 0.3375569214173524)	(60, 0.3748844524917113)	(65, 0.41110065909078763)	(70, 0.44672877521437915)	(75, 0.4830738183259685)	(80, 0.519822023313449)	(85, 0.5571811061867906)	(90, 0.5954201336762079)	(95, 0.6351464779121193)	(100, 0.6766835448340984)	(105, 0.7197131871357356)	(110, 0.7649882657983145)	(115, 0.8122335790195961)	(120, 0.8615367706856443)	(125, 0.9138479005213848)	(130, 0.9687927291333273)	(135, 1.0278690905342938)	(140, 1.0647724252001063)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432_2 - polyg	(1, 0.32184587840164547)	(2, 0.32253826510154554)	(3, 0.32262152679330564)	(4, 0.32276175701100696)	(5, 0.3229414269774367)	(6, 0.323055364029319)	(7, 0.3232043586356266)	(8, 0.323401557379269)	(9, 0.32416844138232287)	(10, 0.33137802744988987)	(15, 0.3395841245019965)	(20, 0.3403536378216323)	(25, 0.34099957326191876)	(30, 0.34179187399193095)	(35, 0.34290056915063166)	(40, 0.34372705099620865)	(45, 0.34441154974636295)	(50, 0.3455237506605062)	(55, 0.34699616794636967)	(60, 0.3479444747935746)	(65, 0.34874729278991434)	(70, 0.34960269711789216)	(75, 0.3618772233610571)	(80, 0.39242725272614115)	(85, 0.4277494916873718)	(90, 0.4528498242170399)	(95, 0.47404825093916997)	(100, 0.4999654244869481)	(105, 0.5359581391765629)	(110, 0.5791017185300823)	(115, 0.6242427020469844)	(120, 0.6683459819528969)	(125, 0.711791056274474)	(130, 0.7536120893872982)	(135, 0.7944059361554606)	(140, 0.8188524452950965)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433_1 - illumina_universal_adapter	(1, 0.006079000092143127)	(2, 0.010433374403617881)	(3, 0.016463448941699495)	(4, 0.021918648219558315)	(5, 0.024140683799852083)	(6, 0.026847897791255862)	(7, 0.029465414933546867)	(8, 0.03292282075389386)	(9, 0.03662893147405356)	(10, 0.046110703851174994)	(15, 0.05425110062110992)	(20, 0.06380789218112566)	(25, 0.08055510933638194)	(30, 0.1091993903875964)	(35, 0.1453847301714922)	(40, 0.18346838145297478)	(45, 0.22096329523391717)	(50, 0.2579632454929372)	(55, 0.29505207717516896)	(60, 0.33239124460901553)	(65, 0.3698519105021148)	(70, 0.40819649807192543)	(75, 0.44716407103011935)	(80, 0.4876931845887766)	(85, 0.5303472980455057)	(90, 0.5760845368340111)	(95, 0.6244604938382341)	(100, 0.6755575270741784)	(105, 0.7301674150917394)	(110, 0.7886106202700202)	(115, 0.8515174668305129)	(120, 0.9187077456490913)	(125, 0.9912627114705146)	(130, 1.0681891755473343)	(135, 1.1510829263678566)	(140, 1.203772486388503)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.746546059739732e-05)	(4, 0.00010600536713328055)	(5, 0.00012639101465891143)	(6, 0.00017531656872042553)	(7, 0.0002120107342665611)	(8, 0.00024055064080244433)	(9, 0.00027316767684345373)	(10, 0.0003702033590654567)	(15, 0.0006621258316324908)	(20, 0.000936924360277995)	(25, 0.0012109074630224739)	(30, 0.0015550171932551232)	(35, 0.001977407809986195)	(40, 0.0025066192197515723)	(45, 0.020470451819337498)	(50, 0.08498531825665204)	(55, 0.11925766887674268)	(60, 0.12695447395651985)	(65, 0.1396188536253428)	(70, 0.3200473273192955)	(75, 0.40015558326191564)	(80, 0.42745114987283434)	(85, 0.44575256879544467)	(90, 0.46189963248754645)	(95, 0.4808378990388575)	(100, 0.5073661498769114)	(105, 0.5421514033887471)	(110, 0.5798460965154405)	(115, 0.617603577436513)	(120, 0.6567309738713079)	(125, 0.6949972805546201)	(130, 0.7332953888480723)	(135, 0.7719897941294228)	(140, 0.7962837779986676)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433_2 - illumina_universal_adapter	(1, 0.006180928329771281)	(2, 0.010576073936297298)	(3, 0.016610225603884036)	(4, 0.02215104460135051)	(5, 0.02440977434719041)	(6, 0.02713737398611982)	(7, 0.029775276775936454)	(8, 0.03327753102083984)	(9, 0.0369795646114944)	(10, 0.046511893394479406)	(15, 0.05477868117907323)	(20, 0.06450018877109609)	(25, 0.08169018219060906)	(30, 0.11100311248066422)	(35, 0.1481791947343057)	(40, 0.18740607312902563)	(45, 0.22593250067476492)	(50, 0.2641857605436607)	(55, 0.30254747205739296)	(60, 0.3411562576191358)	(65, 0.37999499328496766)	(70, 0.4198114246061289)	(75, 0.4603519541274005)	(80, 0.5025673684493779)	(85, 0.5470953306266629)	(90, 0.5947993766884412)	(95, 0.6450255350620906)	(100, 0.6981456399584784)	(105, 0.7549514699275004)	(110, 0.8153973611186991)	(115, 0.8805482597588133)	(120, 0.9502223258719145)	(125, 1.025332836467151)	(130, 1.1050994289572413)	(135, 1.1909221896142466)	(140, 1.2453428988227697)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433_2 - polyg	(1, 0.3333705711161468)	(2, 0.3341737656286567)	(3, 0.3343001566433156)	(4, 0.33442654765797447)	(5, 0.3345814785791693)	(6, 0.33472825524135386)	(7, 0.33488726329205376)	(8, 0.3351155825443408)	(9, 0.3360451680715096)	(10, 0.3433888937361429)	(15, 0.3506926635316259)	(20, 0.3514917809146306)	(25, 0.3521571684498672)	(30, 0.3529668863695853)	(35, 0.3541109289087237)	(40, 0.3549394016241653)	(45, 0.35571894878554544)	(50, 0.35689397750892277)	(55, 0.358420454795642)	(60, 0.35943566004241845)	(65, 0.3604272179380651)	(70, 0.3614040981674934)	(75, 0.37163116981815186)	(80, 0.3970137472652654)	(85, 0.42718776730680313)	(90, 0.44916512619123533)	(95, 0.46835535934596323)	(100, 0.4912671963129703)	(105, 0.5230043878067734)	(110, 0.5617803356782265)	(115, 0.6027897350925875)	(120, 0.6437575477859964)	(125, 0.6850776244686482)	(130, 0.726761381103157)	(135, 0.7688071868377213)	(140, 0.7942166733395686)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434_1 - illumina_universal_adapter	(1, 0.005877880014096451)	(2, 0.009696213638381575)	(3, 0.015423714074809263)	(4, 0.020686999293215984)	(5, 0.022759622168041987)	(6, 0.025335689715932978)	(7, 0.028078482447761077)	(8, 0.03149144503659127)	(9, 0.03514959171944663)	(10, 0.04471373285917999)	(15, 0.05257793094700558)	(20, 0.06118160426241106)	(25, 0.0752139803316589)	(30, 0.10006453245354743)	(35, 0.13449818661844057)	(40, 0.17218134730948048)	(45, 0.20971020547734728)	(50, 0.24695988069015073)	(55, 0.2839526029724158)	(60, 0.32082763688954885)	(65, 0.358633062715476)	(70, 0.3974309937540169)	(75, 0.4382198196360422)	(80, 0.4812728388983585)	(85, 0.5257727712275486)	(90, 0.5730259574765785)	(95, 0.6232468519996888)	(100, 0.6778875984577594)	(105, 0.7355699353302434)	(110, 0.7970444528569831)	(115, 0.8641058986062428)	(120, 0.9368654227006472)	(125, 1.0150968019494424)	(130, 1.0992184838730978)	(135, 1.1893036967876962)	(140, 1.2466466988740492)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.28838487756814e-05)	(4, 3.596033379035649e-05)	(5, 4.903681880503157e-05)	(6, 6.538242507337543e-05)	(7, 9.15353951027256e-05)	(8, 0.000114419243878407)	(9, 0.00015691782017610101)	(10, 0.00024322262127295658)	(15, 0.0005204441035840684)	(20, 0.0007185528515563959)	(25, 0.0008793936172368994)	(30, 0.0010578876376872142)	(35, 0.0013030717317123722)	(40, 0.0015240643284603812)	(45, 0.0018150161200369019)	(50, 0.0020837378870884747)	(55, 0.002351805829889314)	(60, 0.0027741762958633192)	(65, 0.013579929687740078)	(70, 0.3419481216610013)	(75, 0.3853228224546785)	(80, 0.4058954025040161)	(85, 0.41646447151712723)	(90, 0.42624175936259984)	(95, 0.44070304414032896)	(100, 0.4652672212403961)	(105, 0.4999440980265623)	(110, 0.5384942296740751)	(115, 0.5774608473693055)	(120, 0.6166582650250448)	(125, 0.6559524486698927)	(130, 0.6950975603855732)	(135, 0.7351547569310274)	(140, 0.7600281929016917)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434_2 - illumina_universal_adapter	(1, 0.005995568379228527)	(2, 0.00984659321605034)	(3, 0.015623130471283058)	(4, 0.020906030417211792)	(5, 0.02301461362582815)	(6, 0.025639717992524173)	(7, 0.028398856330620618)	(8, 0.03183797188948016)	(9, 0.03549284945108185)	(10, 0.045097527694360706)	(15, 0.05302710820725968)	(20, 0.061717740148012734)	(25, 0.0759658782200027)	(30, 0.10122768579560278)	(35, 0.1361948605490947)	(40, 0.17447038601129938)	(45, 0.21272825821873428)	(50, 0.25081221317547403)	(55, 0.28852544978204764)	(60, 0.32612884391449815)	(65, 0.3647417426900814)	(70, 0.4045086412682098)	(75, 0.4463802001094502)	(80, 0.49036361128056055)	(85, 0.5359286233141959)	(90, 0.5843148869897473)	(95, 0.6357760861164997)	(100, 0.6917094431182709)	(105, 0.7506837367102048)	(110, 0.8136090902493228)	(115, 0.8822469062671017)	(120, 0.9567410260987026)	(125, 1.036661887211394)	(130, 1.1227045047837052)	(135, 1.2151173320309154)	(140, 1.2740353967372862)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434_2 - polyg	(1, 0.35141418916312456)	(2, 0.3523981946604789)	(3, 0.35247338444931325)	(4, 0.3525518433594013)	(5, 0.35268260820954805)	(6, 0.3527904892109191)	(7, 0.3528983702122902)	(8, 0.35311086309377865)	(9, 0.35381372416331747)	(10, 0.3586637924552604)	(15, 0.3636583559066156)	(20, 0.36433702547887725)	(25, 0.3649673120565845)	(30, 0.36588920425011917)	(35, 0.3671824686180706)	(40, 0.3679742497857091)	(45, 0.368684302922006)	(50, 0.36975722851746007)	(55, 0.3711714503717971)	(60, 0.372095304038084)	(65, 0.37298123589782817)	(70, 0.37389266690335105)	(75, 0.383320158774681)	(80, 0.4058378659699516)	(85, 0.4298763683724287)	(90, 0.4461735916462183)	(95, 0.46060414668416294)	(100, 0.47830905356978237)	(105, 0.5047000156263997)	(110, 0.539791416987531)	(115, 0.5788070715015662)	(120, 0.6186615825292929)	(125, 0.6587488549902808)	(130, 0.6987557070684287)	(135, 0.7385526815620908)	(140, 0.7632580847003164)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435_1 - illumina_universal_adapter	(1, 0.005361176396750766)	(2, 0.00876775723218615)	(3, 0.013553294496593484)	(4, 0.018450522935933127)	(5, 0.02016025707528153)	(6, 0.022290981027836318)	(7, 0.024451775681334425)	(8, 0.027321379714210635)	(9, 0.030100771644256907)	(10, 0.037900252306068354)	(15, 0.04448745413842223)	(20, 0.051493927458214295)	(25, 0.06282972255095942)	(30, 0.08241949547120209)	(35, 0.10998659577026379)	(40, 0.13969988495379398)	(45, 0.16906263568061358)	(50, 0.1983575125395897)	(55, 0.2260543464341497)	(60, 0.25346336076253795)	(65, 0.2813320272339169)	(70, 0.3095847395144862)	(75, 0.33840707678721027)	(80, 0.36827845194141384)	(85, 0.39915247018135597)	(90, 0.43112449858717106)	(95, 0.46440331373969423)	(100, 0.5008309608624243)	(105, 0.5398120400766837)	(110, 0.5811815921087264)	(115, 0.6255848482845073)	(120, 0.6736180676455883)	(125, 0.7252511794910259)	(130, 0.7802522098421146)	(135, 0.8403145687434052)	(140, 0.8785756694607932)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.147907210236685e-05)	(4, 4.29581442047337e-05)	(5, 5.1549773045680445e-05)	(6, 7.732465956852067e-05)	(7, 9.880373167088751e-05)	(8, 0.00010309954609136089)	(9, 0.000115986989352781)	(10, 0.00017097341393484014)	(15, 0.00039263743803126603)	(20, 0.0005472867571683073)	(25, 0.0006692878867097512)	(30, 0.0008789236304288515)	(35, 0.0011160525864389818)	(40, 0.0013514632166809223)	(45, 0.0016092120819093246)	(50, 0.001853214340992212)	(55, 0.002197738657514176)	(60, 0.0026548133118525427)	(65, 0.011354696676195212)	(70, 0.3391665767767499)	(75, 0.39141570841008344)	(80, 0.40919092931911816)	(85, 0.41862024197205716)	(90, 0.42660530181683304)	(95, 0.438555398371706)	(100, 0.4576915332891466)	(105, 0.4852337178645696)	(110, 0.5158439730990946)	(115, 0.5461638312787958)	(120, 0.5771693014400043)	(125, 0.6067820685660953)	(130, 0.6359927474624302)	(135, 0.6658168686580087)	(140, 0.6842759832227827)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435_2 - illumina_universal_adapter	(1, 0.0054041345409555)	(2, 0.008866560963857037)	(3, 0.013673577300366738)	(4, 0.01854503085318354)	(5, 0.020259060806952413)	(6, 0.02239408057392768)	(7, 0.024567762670687204)	(8, 0.027433070889142944)	(9, 0.03019098374708685)	(10, 0.03801881678407342)	(15, 0.04466014587812525)	(20, 0.051763704603820015)	(25, 0.06331171292893653)	(30, 0.08320305202149643)	(35, 0.11125042437276707)	(40, 0.14145257723734714)	(45, 0.17137550216459646)	(50, 0.20120220084882715)	(55, 0.2292976863216071)	(60, 0.2572651565246569)	(65, 0.2858005333940933)	(70, 0.3147431534705906)	(75, 0.3443739630172477)	(80, 0.375031472210398)	(85, 0.40680417482710307)	(90, 0.4396121687191424)	(95, 0.4738678520708811)	(100, 0.5112233951084334)	(105, 0.55119422996517)	(110, 0.5935449460108487)	(115, 0.6388898447075974)	(120, 0.6878037060248754)	(125, 0.7405614620855931)	(130, 0.7971390563289954)	(135, 0.8589334876046208)	(140, 0.8981731748469928)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435_2 - polyg	(1, 0.3686109479775585)	(2, 0.3696247601807902)	(3, 0.36974504298456345)	(4, 0.3698653257883367)	(5, 0.37005863743725803)	(6, 0.3702261741996565)	(7, 0.37041089421973683)	(8, 0.37061709331191955)	(9, 0.37135597339224097)	(10, 0.3765625004698547)	(15, 0.38198467743137615)	(20, 0.3828747701792983)	(25, 0.3836866791047678)	(30, 0.3845982509247922)	(35, 0.3857615574698564)	(40, 0.3865588606262963)	(45, 0.38736217792292477)	(50, 0.38867583797270555)	(55, 0.3902403735846419)	(60, 0.39133580626186265)	(65, 0.3923229844156874)	(70, 0.39352065747611537)	(75, 0.40239237341727707)	(80, 0.4223086282334756)	(85, 0.4430101579257368)	(90, 0.45795701462033184)	(95, 0.47105838943989153)	(100, 0.48622261434416253)	(105, 0.5079233504706258)	(110, 0.5369261119490097)	(115, 0.5686928004255262)	(120, 0.6006459272478912)	(125, 0.6328920286137325)	(130, 0.6639404569191459)	(135, 0.6950558999295187)	(140, 0.714144780888334)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG436 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG436_1 - illumina_universal_adapter	(1, 0.008402972791960298)	(2, 0.01387132701739069)	(3, 0.020799206391957308)	(4, 0.026925319951265094)	(5, 0.029346185665299045)	(6, 0.032452055182660935)	(7, 0.035550140565894096)	(8, 0.039274848746489746)	(9, 0.04370791313279951)	(10, 0.05440954073297275)	(15, 0.06321728849962684)	(20, 0.07374532990872948)	(25, 0.09375055461955668)	(30, 0.1288811303559124)	(35, 0.17270269184699133)	(40, 0.2178514482070181)	(45, 0.2613865535621599)	(50, 0.30291023865843875)	(55, 0.3420348536162441)	(60, 0.38070487514093176)	(65, 0.4190261674566525)	(70, 0.45788923550773264)	(75, 0.49713683978477186)	(80, 0.5367993384108721)	(85, 0.5773616829422533)	(90, 0.6201066986833292)	(95, 0.6652149775458867)	(100, 0.7128974695648139)	(105, 0.7633184199702272)	(110, 0.816182031665235)	(115, 0.8723694686332089)	(120, 0.9325922007335145)	(125, 0.9972573381810843)	(130, 1.0669370148343802)	(135, 1.1402098478014957)	(140, 1.1871154832343762)																																						
