Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39379239.0	5.9 Gbp	0.0	151.0	45.0	86.88141637739967	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39379239.0	5.9 Gbp	0.0	151.0	46.0	87.77280621276205	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27087675.0	4 Gbp	0.0	151.0	44.0	78.31279575250215	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27087675.0	4 Gbp	0.0	151.0	44.0	79.62492349154844	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39195352.0	5.9 Gbp	0.0	151.0	45.0	72.95481505754407	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39195352.0	5.9 Gbp	0.0	151.0	45.0	76.79384661836754	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32935603.0	4.9 Gbp	0.0	151.0	46.0	90.02027734194084	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32935603.0	4.9 Gbp	0.0	151.0	46.0	90.5509660115432	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46904257.0	7 Gbp	0.0	151.0	46.0	86.61053365356764	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46904257.0	7 Gbp	0.0	151.0	46.0	87.6132243599196	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31057380.0	4.6 Gbp	0.0	151.0	44.0	79.53796202173922	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31057380.0	4.6 Gbp	0.0	151.0	44.0	81.78447791221014	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21533915.0	3.2 Gbp	0.0	151.0	46.0	86.68955267812665	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21533915.0	3.2 Gbp	0.0	151.0	46.0	87.75158848725334	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29251543.0	4.4 Gbp	0.0	151.0	45.0	84.22096916389157	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29251543.0	4.4 Gbp	0.0	151.0	46.0	85.38183472381587	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29270356.0	4.4 Gbp	0.0	151.0	45.0	86.63835805666807	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29270356.0	4.4 Gbp	0.0	151.0	45.0	87.82566852740642	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33790971.0	5.1 Gbp	0.0	151.0	47.0	79.40476087673449	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33790971.0	5.1 Gbp	0.0	151.0	47.0	80.69142454379873	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28403125.0	4.2 Gbp	0.0	151.0	47.0	72.30507899536921	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28403125.0	4.2 Gbp	0.0	151.0	47.0	74.03560274360306	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28231609.0	4.2 Gbp	0.0	151.0	45.0	84.65535845866839	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28231609.0	4.2 Gbp	0.0	151.0	45.0	85.86072968824293	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31152202.0	4.7 Gbp	0.0	151.0	49.0	91.02177956990903	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31152202.0	4.7 Gbp	0.0	151.0	49.0	91.8621129037249	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35458314.0	5.3 Gbp	0.0	151.0	46.0	72.86320383545088	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35458314.0	5.3 Gbp	0.0	151.0	47.0	74.79269970887741	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35950031.0	5.4 Gbp	0.0	151.0	46.0	62.92660858255733	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35950031.0	5.4 Gbp	0.0	151.0	46.0	65.51384149462713	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27335945.0	4.1 Gbp	0.0	151.0	47.0	56.95941281650666	151.0	151	pass	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27335945.0	4.1 Gbp	0.0	151.0	47.0	60.279352359220475	151.0	151	pass	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32362789.0	4.8 Gbp	0.0	151.0	48.0	86.56796898514443	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32362789.0	4.8 Gbp	0.0	151.0	48.0	87.83153660672731	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39005449.0	5.8 Gbp	0.0	151.0	46.0	85.6884108972014	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39005449.0	5.8 Gbp	0.0	151.0	46.0	86.71244304130336	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28682451.0	4.3 Gbp	0.0	151.0	51.0	69.50648411138643	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28682451.0	4.3 Gbp	0.0	151.0	51.0	72.07583149164275	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33774253.0	5 Gbp	0.0	151.0	46.0	91.32756902448367	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33774253.0	5 Gbp	0.0	151.0	46.0	92.12086309652295	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32663238.0	4.9 Gbp	0.0	151.0	48.0	81.43241375288972	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32663238.0	4.9 Gbp	0.0	151.0	48.0	83.2208356777957	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32949889.0	4.9 Gbp	0.0	151.0	46.0	79.35916742601383	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32949889.0	4.9 Gbp	0.0	151.0	46.0	82.01505308923561	151.0	151	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30742697.0	4.6 Gbp	0.0	151.0	47.0	91.33577461580842	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30742697.0	4.6 Gbp	0.0	151.0	47.0	92.11739197818216	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37646066.0	5.6 Gbp	0.0	151.0	54.0	85.77327463867766	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262_2	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37646066.0	5.6 Gbp	0.0	151.0	54.0	87.63438545101292	151.0	151	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG263 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG263_1	H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG263_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41085187.0	6.2 Gbp	0.0	151.0	51.0	67.37547528180635	151.0	151	pass	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass
