Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4_2	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50259832.0	7.7 Gbp	0.0	155.0	45.0	74.10403287723256	155.0	155	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5_1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43559007.0	6.7 Gbp	0.0	155.0	43.0	72.70842240710431	155.0	155	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5_2	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43559007.0	6.7 Gbp	0.0	155.0	43.0	73.96878652462713	155.0	155	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6_1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67452536.0	10.4 Gbp	0.0	155.0	42.0	62.795883415231444	155.0	155	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6_2	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67452536.0	10.4 Gbp	0.0	155.0	42.0	63.97137121008621	155.0	155	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9_1	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43636273.0	6.7 Gbp	0.0	155.0	45.0	67.70092402993279	155.0	155	pass	pass	fail	pass	warn	warn	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9_2	AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43636273.0	6.7 Gbp	0.0	155.0	45.0	69.25870481981389	155.0	155	pass	pass	pass	pass	warn	warn	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58538668.0	8.7 Gbp	0.0	150.0	53.0	46.22665526612643	150.0	150	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58538668.0	8.7 Gbp	0.0	150.0	53.0	50.40315363660193	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	warn	warn	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27426537.0	4.1 Gbp	0.0	150.0	47.0	75.76309230327787	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27426537.0	4.1 Gbp	0.0	150.0	47.0	77.66878295445487	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27311539.0	4 Gbp	0.0	150.0	47.0	76.5839664646412	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27311539.0	4 Gbp	0.0	150.0	47.0	78.47704729071555	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23074432.0	3.4 Gbp	0.0	150.0	44.0	77.43525184189963	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23074432.0	3.4 Gbp	0.0	150.0	44.0	79.37167581682564	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21740019.0	3.2 Gbp	0.0	150.0	43.0	74.26498993217272	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21740019.0	3.2 Gbp	0.0	150.0	43.0	76.1689248690074	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23905240.0	3.5 Gbp	0.0	150.0	44.0	71.19378976871793	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23905240.0	3.5 Gbp	0.0	150.0	44.0	73.48949944617696	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1693 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1693_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1693_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24579554.0	3.6 Gbp	0.0	150.0	44.0	74.06673021733516	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1693 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1693_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1693_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24579554.0	3.6 Gbp	0.0	150.0	44.0	76.00557947456682	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1694 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1694_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1694_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15966189.0	2.3 Gbp	0.0	150.0	41.0	70.74675119688465	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1694 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1694_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1694_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15966189.0	2.3 Gbp	0.0	150.0	41.0	72.62796620138559	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1697 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1697_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1697_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19400925.0	2.9 Gbp	0.0	150.0	46.0	76.54246962408008	150.0	150	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1697 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1697_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1697_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19400925.0	2.9 Gbp	0.0	150.0	46.0	78.42757825631415	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1702 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1702_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1702_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24455286.0	3.6 Gbp	0.0	150.0	41.0	74.33264393496997	150.0	150	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1702 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1702_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1702_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24455286.0	3.6 Gbp	0.0	150.0	42.0	76.11830723571103	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG16 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG16_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG16_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126511952.0	18.9 Gbp	0.0	150.0	55.0	19.267452995446195	150.0	150	pass	pass	pass	pass	fail	fail	pass	pass	fail	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG16 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG16_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG16_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126511952.0	18.9 Gbp	0.0	150.0	56.0	25.246578461880425	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG25 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG25_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG25_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	146212605.0	21.9 Gbp	0.0	150.0	45.0	23.115289969210526	150.0	150	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG25 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG25_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG25_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	146212605.0	21.9 Gbp	0.0	150.0	45.0	29.368848360913386	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG30 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG30_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG30_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18683266.0	2.8 Gbp	0.0	150.0	56.0	47.849728551497435	150.0	150	pass	pass	pass	pass	fail	fail	pass	pass	fail	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG30 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG30_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG30_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18683266.0	2.8 Gbp	0.0	150.0	56.0	54.681809416647944	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	warn	warn	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG36 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG36_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG36_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25162434.0	3.7 Gbp	0.0	150.0	44.0	72.02861633122478	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG36 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG36_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG36_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25162434.0	3.7 Gbp	0.0	150.0	44.0	74.38559760803935	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG39 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG39_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG39_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93861434.0	14 Gbp	0.0	150.0	51.0	49.689800477170046	150.0	150	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG39 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG39_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG39_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93861434.0	14 Gbp	0.0	150.0	51.0	53.99836681211695	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	warn	warn	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG40 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG40_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG40_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21602574.0	3.2 Gbp	0.0	150.0	49.0	76.02153433054022	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG40 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG40_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG40_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21602574.0	3.2 Gbp	0.0	150.0	49.0	77.81701491124318	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG41 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG41_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG41_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23104737.0	3.4 Gbp	0.0	150.0	48.0	75.3259318010972	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG41 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG41_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG41_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23104737.0	3.4 Gbp	0.0	150.0	48.0	77.03875954288465	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG42 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG42_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG42_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20162967.0	3 Gbp	0.0	150.0	45.0	74.79357947395877	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG42 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG42_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG42_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20162967.0	3 Gbp	0.0	150.0	45.0	76.85748909148165	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18945707.0	2.8 Gbp	0.0	150.0	47.0	71.88315756580734	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG43_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18945707.0	2.8 Gbp	0.0	150.0	47.0	74.22374878341932	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19640082.0	2.9 Gbp	0.0	150.0	43.0	66.9947386036782	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG44_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19640082.0	2.9 Gbp	0.0	150.0	43.0	69.25424053182395	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24062737.0	3.6 Gbp	0.0	150.0	42.0	72.13876414414892	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45_2	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG45_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24062737.0	3.6 Gbp	0.0	150.0	42.0	74.10349081444895	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG46 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG46_1	AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1MG46_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22752247.0	3.4 Gbp	0.0	150.0	42.0	73.3017833445024	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
