Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG445 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG445_1	(1.0, 77.40750350875223)	(2.0, 15.838652054521345)	(3.0, 4.145565069777576)	(4.0, 1.2444889120278964)	(5.0, 0.45944545900812367)	(6.0, 0.16438585571823144)	(7.0, 0.08331011514819346)	(8.0, 0.04120996689832119)	(9.0, 0.02214315903987881)	('>10', 0.14166673645127953)	('>50', 0.01310240998530504)	('>100', 0.024245263764106652)	('>500', 0.014103576186773693)	('>1k', 0.03894552960124105)	('>5k', 0.0)	('>10k+', 0.36123238311948025)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG445 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG445_2	(1.0, 79.48228222588979)	(2.0, 14.74391727353338)	(3.0, 3.8263115153124145)	(4.0, 1.1126519460158315)	(5.0, 0.36971957839221725)	(6.0, 0.13883542276320068)	(7.0, 0.07958744956375519)	(8.0, 0.035308686497584195)	(9.0, 0.03333674584346405)	('>10', 0.11821186657739514)	('>50', 0.0066315742649836595)	('>100', 0.011703733073350604)	('>500', 0.004439871611505666)	('>1k', 0.009038801865971186)	('>5k', 0.0)	('>10k+', 0.028023308795168192)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG446 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG446_1	(1.0, 72.70047542597061)	(2.0, 16.446356899359145)	(3.0, 5.834285428359812)	(4.0, 2.4110675801761365)	(5.0, 0.9304390697937126)	(6.0, 0.40524093154264634)	(7.0, 0.2179972691875599)	(8.0, 0.12677128958878725)	(9.0, 0.06448950521014059)	('>10', 0.43738467751747445)	('>50', 0.0341596572747755)	('>100', 0.014821274063233473)	('>500', 0.012721995569233677)	('>1k', 0.013373649474635724)	('>5k', 0.0)	('>10k+', 0.350415346912062)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG446 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG446_2	(1.0, 74.89735899073165)	(2.0, 15.641881571146055)	(3.0, 5.369489371801538)	(4.0, 2.0781989348208163)	(5.0, 0.8753518011419837)	(6.0, 0.3915355481100592)	(7.0, 0.1612866304803837)	(8.0, 0.09792793044610532)	(9.0, 0.06066556060681983)	('>10', 0.36053015878903655)	('>50', 0.01981041254116902)	('>100', 0.011842280380052363)	('>500', 0.0)	('>1k', 0.005623743735474705)	('>5k', 0.02849706526883442)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG447 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG447_1	(1.0, 68.57737603997107)	(2.0, 16.625793790118248)	(3.0, 7.122636598020864)	(4.0, 3.4542693262214224)	(5.0, 1.6531508480742678)	(6.0, 0.8117936295184447)	(7.0, 0.41807931438189694)	(8.0, 0.202315564080444)	(9.0, 0.14012498505365467)	('>10', 0.5936784060757346)	('>50', 0.06019540143810758)	('>100', 0.022161620365095846)	('>500', 0.011273095801872737)	('>1k', 0.028120088214575727)	('>5k', 0.0)	('>10k+', 0.2790312926642839)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG447 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG447_2	(1.0, 72.16705595461193)	(2.0, 15.175273759138488)	(3.0, 6.393350228758984)	(4.0, 2.953305071705484)	(5.0, 1.3684033375425353)	(6.0, 0.6590896416954908)	(7.0, 0.3456711487649151)	(8.0, 0.17562395181297843)	(9.0, 0.10715328845498856)	('>10', 0.5283652120070705)	('>50', 0.0527791776779064)	('>100', 0.02673046545571381)	('>500', 0.0031392516698692946)	('>1k', 0.012005807398242847)	('>5k', 0.0)	('>10k+', 0.032053703305397335)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG448 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG448_1	(1.0, 62.79516042146628)	(2.0, 15.797967178973948)	(3.0, 8.180640648669295)	(4.0, 4.904064872372884)	(5.0, 2.9516425432290587)	(6.0, 1.7209422940768118)	(7.0, 1.056021423943108)	(8.0, 0.611452416917605)	(9.0, 0.3849860287311231)	('>10', 1.13188628584526)	('>50', 0.13440001632649437)	('>100', 0.046606380316410574)	('>500', 0.0)	('>1k', 0.029291472982426528)	('>5k', 0.06425358776321541)	('>10k+', 0.1906844283861095)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG448 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG448_2	(1.0, 65.42622804641144)	(2.0, 15.083541940397533)	(3.0, 7.626525605309649)	(4.0, 4.638300176046266)	(5.0, 2.623270531896735)	(6.0, 1.5998773422178307)	(7.0, 0.8828049512428805)	(8.0, 0.5979375522739783)	(9.0, 0.3154370259957041)	('>10', 1.0362963620954104)	('>50', 0.1153088657810043)	('>100', 0.02720647309027446)	('>500', 0.0)	('>1k', 0.004331872304082096)	('>5k', 0.022933254937213782)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG449 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG449_1	(1.0, 81.24875782797251)	(2.0, 12.806841894803252)	(3.0, 2.7686549710890773)	(4.0, 0.992356720822016)	(5.0, 0.5312033127155219)	(6.0, 0.31385692701675777)	(7.0, 0.2327880407958074)	(8.0, 0.14335344373768477)	(9.0, 0.12944950551822113)	('>10', 0.5664902680962998)	('>50', 0.02552878322493695)	('>100', 0.010469537207170075)	('>500', 0.01136329064419121)	('>1k', 0.01467703677216875)	('>5k', 0.0)	('>10k+', 0.2042084395843865)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG449 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG449_2	(1.0, 82.87644784912757)	(2.0, 11.884562651975546)	(3.0, 2.538755196264974)	(4.0, 0.9009902131805978)	(5.0, 0.47695347927113774)	(6.0, 0.3145008800476879)	(7.0, 0.217107519208167)	(8.0, 0.13858800674698546)	(9.0, 0.10032484440774489)	('>10', 0.49428356509508103)	('>50', 0.01566077588030433)	('>100', 0.012273305989268592)	('>500', 0.009785359362252591)	('>1k', 0.019766353442681)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG450 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG450_1	(1.0, 82.90143303020626)	(2.0, 12.877466298403109)	(3.0, 2.5460579313490244)	(4.0, 0.6597155677253039)	(5.0, 0.24261539659746584)	(6.0, 0.12148418070086647)	(7.0, 0.07842599196623246)	(8.0, 0.03926998870636115)	(9.0, 0.026218024274192394)	('>10', 0.18780325739457315)	('>50', 0.008747950304333956)	('>100', 0.017399068662792276)	('>500', 0.009628649998482869)	('>1k', 0.012448122625485189)	('>5k', 0.0)	('>10k+', 0.27128654108558226)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG450 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG450_2	(1.0, 83.9006493467894)	(2.0, 12.389668801821609)	(3.0, 2.40335855411574)	(4.0, 0.6122506493748224)	(5.0, 0.24425047558124688)	(6.0, 0.10871320994127988)	(7.0, 0.059475717368288654)	(8.0, 0.03533332675265532)	(9.0, 0.01920872718882486)	('>10', 0.17773538360197136)	('>50', 0.009888210302197921)	('>100', 0.010367122214336484)	('>500', 0.0)	('>1k', 0.0062586032426810816)	('>5k', 0.022841871704984338)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG451 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG451_1	(1.0, 79.9727211969782)	(2.0, 13.946655713843068)	(3.0, 3.2823776464826113)	(4.0, 1.0599630380342109)	(5.0, 0.3676026472460196)	(6.0, 0.1645446308050747)	(7.0, 0.07638012289719823)	(8.0, 0.05738099843865803)	(9.0, 0.049410062267736976)	('>10', 0.38531344333309175)	('>50', 0.14933798476214594)	('>100', 0.06503356010251579)	('>500', 0.0)	('>1k', 0.03996887425597571)	('>5k', 0.07461835420920238)	('>10k+', 0.3086917263443487)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG451 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG451_2	(1.0, 82.07188965462906)	(2.0, 12.72890112341048)	(3.0, 3.03847525032602)	(4.0, 0.9415731386293943)	(5.0, 0.31069481993314413)	(6.0, 0.1218666322951334)	(7.0, 0.07263658835147589)	(8.0, 0.06770501538247206)	(9.0, 0.04352484031164852)	('>10', 0.3778893042905561)	('>50', 0.1352602509489413)	('>100', 0.050277669111498634)	('>500', 0.0)	('>1k', 0.006472038321160233)	('>5k', 0.032833674058972084)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG452 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG452_1	(1.0, 78.60139409055445)	(2.0, 14.574140509838704)	(3.0, 3.483712702580398)	(4.0, 1.1507306413551739)	(5.0, 0.4995231866861804)	(6.0, 0.24456902166857358)	(7.0, 0.17161846180428184)	(8.0, 0.1215932036302819)	(9.0, 0.0965941801859519)	('>10', 0.6306532145192512)	('>50', 0.03877435697541506)	('>100', 0.02732665252261744)	('>500', 0.010386975243005896)	('>1k', 0.03126368636178911)	('>5k', 0.024831068407052397)	('>10k+', 0.292888047666885)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG452 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG452_2	(1.0, 82.56552789573571)	(2.0, 12.169989123179688)	(3.0, 2.8668259554558864)	(4.0, 0.8966492777433512)	(5.0, 0.40069242287617807)	(6.0, 0.2061318066600157)	(7.0, 0.12987738552474637)	(8.0, 0.09778404630252029)	(9.0, 0.08074924386185622)	('>10', 0.5111165859718283)	('>50', 0.021660649751636472)	('>100', 0.009422936652664726)	('>500', 0.0060913892472849816)	('>1k', 0.006914566692564975)	('>5k', 0.0)	('>10k+', 0.030566714344075444)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG453 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG453_1	(1.0, 77.18211530185279)	(2.0, 15.241178230159003)	(3.0, 4.273432822495052)	(4.0, 1.5125307858201449)	(5.0, 0.5969160938213998)	(6.0, 0.30984172426358686)	(7.0, 0.1606259069658611)	(8.0, 0.0954845708265338)	(9.0, 0.049308234879992724)	('>10', 0.2578134623625537)	('>50', 0.021607951397666945)	('>100', 0.013541904056676648)	('>500', 0.013980664656886596)	('>1k', 0.03281346710840756)	('>5k', 0.013352251314948554)	('>10k+', 0.22545662801847546)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG453 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG453_2	(1.0, 78.95154078895311)	(2.0, 14.446842516235147)	(3.0, 3.899181792595356)	(4.0, 1.272517926405745)	(5.0, 0.5602082369094789)	(6.0, 0.25128588892545006)	(7.0, 0.14591794124579927)	(8.0, 0.09470675164735261)	(9.0, 0.05850503914649328)	('>10', 0.2545186865375758)	('>50', 0.017274781201637186)	('>100', 0.011828208725165362)	('>500', 0.0018468814131756012)	('>1k', 0.009684325827080655)	('>5k', 0.0)	('>10k+', 0.024140234231445006)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG454 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG454_1	(1.0, 82.55313023492228)	(2.0, 12.958427652737647)	(3.0, 2.7479462595920467)	(4.0, 0.7695113812644822)	(5.0, 0.2739809354940387)	(6.0, 0.11962119761462717)	(7.0, 0.06745887479142217)	(8.0, 0.05344940600912951)	(9.0, 0.0474752448021126)	('>10', 0.13545987250428976)	('>50', 0.007814805336448453)	('>100', 0.016016990391139983)	('>500', 0.010818293264316771)	('>1k', 0.003556686262221536)	('>5k', 0.0)	('>10k+', 0.23533216501384768)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG454 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG454_2	(1.0, 84.05438814026388)	(2.0, 12.086702351475578)	(3.0, 2.5144940167884227)	(4.0, 0.6487204658801032)	(5.0, 0.2424062153921385)	(6.0, 0.14003698646913665)	(7.0, 0.07769973707583629)	(8.0, 0.04750367076016245)	(9.0, 0.024296329158459803)	('>10', 0.12550057499419306)	('>50', 0.002207707272608288)	('>100', 0.007973197763651402)	('>500', 0.003354771096350404)	('>1k', 0.004847509599135832)	('>5k', 0.01986832601032473)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG455 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG455_1	(1.0, 77.25514868583899)	(2.0, 13.014255185776111)	(3.0, 2.648359656513541)	(4.0, 0.9230386193598271)	(5.0, 0.544229341093952)	(6.0, 0.3937408220495682)	(7.0, 0.337125575210838)	(8.0, 0.327570091434638)	(9.0, 0.2978600518287501)	('>10', 3.481861935086213)	('>50', 0.3213819074127791)	('>100', 0.09282167540509272)	('>500', 0.0019979099519529947)	('>1k', 0.05516045747335338)	('>5k', 0.083458322393446)	('>10k+', 0.22198976317098582)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG455 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG455_2	(1.0, 79.18131194325915)	(2.0, 12.003594641537397)	(3.0, 2.4496514018709177)	(4.0, 0.8498092341679938)	(5.0, 0.47771068881882517)	(6.0, 0.3688554242448004)	(7.0, 0.2989360937901277)	(8.0, 0.3124748637051786)	(9.0, 0.25942850681656043)	('>10', 3.436231485784732)	('>50', 0.2574048519679036)	('>100', 0.052185741780926824)	('>500', 0.0)	('>1k', 0.02443013329278849)	('>5k', 0.02797498896281696)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG456 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG456_1	(1.0, 62.00240232293744)	(2.0, 19.8145863011623)	(3.0, 7.7031464074933735)	(4.0, 3.4633140600773467)	(5.0, 1.802521555932174)	(6.0, 1.0411155026228014)	(7.0, 0.7273331005112633)	(8.0, 0.5534142413320821)	(9.0, 0.3950628497254821)	('>10', 2.1197719506911477)	('>50', 0.010913878566288778)	('>100', 0.023458983084827925)	('>500', 0.015554918055687386)	('>1k', 0.010540885723199602)	('>5k', 0.0)	('>10k+', 0.3168630420845847)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG456 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG456_2	(1.0, 64.660537114671)	(2.0, 18.71431096282031)	(3.0, 7.218694904788172)	(4.0, 3.2234551275058503)	(5.0, 1.607264917567794)	(6.0, 0.9679076263896395)	(7.0, 0.6368936313492234)	(8.0, 0.5218323394816166)	(9.0, 0.38719475987030344)	('>10', 1.997704300893475)	('>50', 0.015302050517780375)	('>100', 0.013195637553776106)	('>500', 0.002253916444898094)	('>1k', 0.009465115891384799)	('>5k', 0.023987594254762143)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG457 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG457_1	(1.0, 67.46678656750977)	(2.0, 19.06404637784657)	(3.0, 7.271138933394239)	(4.0, 2.9959887090230133)	(5.0, 1.2971191256497014)	(6.0, 0.6185617580546281)	(7.0, 0.2907076917811392)	(8.0, 0.15517983441559016)	(9.0, 0.0928662334626449)	('>10', 0.36404944545864876)	('>50', 0.01232055634241992)	('>100', 0.016824057239674)	('>500', 0.011223715093723753)	('>1k', 0.02983690940196323)	('>5k', 0.02000476529302565)	('>10k+', 0.29334532003322816)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG457 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG457_2	(1.0, 70.47392584111935)	(2.0, 17.672177979385584)	(3.0, 6.753855814443814)	(4.0, 2.615284408592786)	(5.0, 1.1495076264877921)	(6.0, 0.5450255753912064)	(7.0, 0.22504948906986955)	(8.0, 0.13748812483884956)	(9.0, 0.07291408830962252)	('>10', 0.3054732925139951)	('>50', 0.010032413946159132)	('>100', 0.0056163041363707115)	('>500', 0.0)	('>1k', 0.006230403645958777)	('>5k', 0.027418638118642442)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG458 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG458_1	(1.0, 63.92572071665151)	(2.0, 20.849503250604343)	(3.0, 7.492109946000973)	(4.0, 2.873110416523248)	(5.0, 1.2667283693416664)	(6.0, 0.7252008079044597)	(7.0, 0.43002168169226024)	(8.0, 0.368344223745598)	(9.0, 0.254038245795732)	('>10', 1.3761632909775545)	('>50', 0.02847111647222397)	('>100', 0.01602451113433197)	('>500', 0.009832597985841912)	('>1k', 0.003623094935512254)	('>5k', 0.0)	('>10k+', 0.3811077302347797)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG458 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG458_2	(1.0, 66.96948210169005)	(2.0, 19.473262698675356)	(3.0, 6.764712744626254)	(4.0, 2.667052904488935)	(5.0, 1.1347344397804813)	(6.0, 0.6745254389211556)	(7.0, 0.4416929561109822)	(8.0, 0.31616451792808703)	(9.0, 0.25294775230939937)	('>10', 1.2416505991990787)	('>50', 0.02548157846478605)	('>100', 0.006976243671541109)	('>500', 0.003277685130247574)	('>1k', 0.0)	('>5k', 0.02803833900365396)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG459 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG459_1	(1.0, 66.7125442937535)	(2.0, 20.108405677660123)	(3.0, 7.514177961831963)	(4.0, 3.0022947169192267)	(5.0, 1.1662164727803987)	(6.0, 0.4976756790209875)	(7.0, 0.20097080502889547)	(8.0, 0.11572807722259489)	(9.0, 0.06147638733982012)	('>10', 0.26563310993359807)	('>50', 0.00781933173192641)	('>100', 0.024445397685092855)	('>500', 0.016279191516607023)	('>1k', 0.03393200093791598)	('>5k', 0.06792720231689127)	('>10k+', 0.20447369432047852)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG459 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG459_2	(1.0, 69.71003286100228)	(2.0, 18.96945032859191)	(3.0, 6.696442332169489)	(4.0, 2.6477919497150793)	(5.0, 0.988726168199994)	(6.0, 0.415591955571062)	(7.0, 0.16627879306030213)	(8.0, 0.07670117865399843)	(9.0, 0.05862078811199319)	('>10', 0.2256705213064957)	('>50', 0.0044038177541286345)	('>100', 0.0102942897188985)	('>500', 0.0)	('>1k', 0.006308417481573828)	('>5k', 0.023686598662815986)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG460 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG460_1	(1.0, 50.762158591402574)	(2.0, 24.090156746206755)	(3.0, 12.107032974004051)	(4.0, 5.811088582894251)	(5.0, 2.7907625140010146)	(6.0, 1.4943334031491582)	(7.0, 0.8193330992323167)	(8.0, 0.469941519042488)	(9.0, 0.30565452187106523)	('>10', 0.9625304139055192)	('>50', 0.007652424905816907)	('>100', 0.024105987477566898)	('>500', 0.005921976544908547)	('>1k', 0.026169163433838596)	('>5k', 0.055380177398372754)	('>10k+', 0.2677779045302928)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG460 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG460_2	(1.0, 55.12151717362168)	(2.0, 22.607173549446)	(3.0, 10.989833032149946)	(4.0, 5.237405514617542)	(5.0, 2.447464482026552)	(6.0, 1.29212083211455)	(7.0, 0.6418597771478576)	(8.0, 0.4321493431043496)	(9.0, 0.2733396908366507)	('>10', 0.889090150862374)	('>50', 0.00982607232045931)	('>100', 0.017554449722427715)	('>500', 0.004152169717682828)	('>1k', 0.005211852642881621)	('>5k', 0.0)	('>10k+', 0.03130190966906451)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG461 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG461_2	(1.0, 70.32967749672441)	(2.0, 19.746841437249767)	(3.0, 6.213732177907962)	(4.0, 2.078934925460562)	(5.0, 0.7470491710000383)	(6.0, 0.3111845698948515)	(7.0, 0.15029504624962525)	(8.0, 0.08486646834218131)	(9.0, 0.06577612253460935)	('>10', 0.23709535988956412)	('>50', 0.00561515548481301)	('>100', 0.006790548421443554)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.022141520840150114)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG462 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG462_1	(1.0, 68.52837676314704)	(2.0, 21.050116029182927)	(3.0, 6.5092652347182325)	(4.0, 2.1169316579994977)	(5.0, 0.7193754035368628)	(6.0, 0.2960007467011468)	(7.0, 0.13666239693532853)	(8.0, 0.0875524687747243)	(9.0, 0.046360240351288294)	('>10', 0.15376443682587476)	('>50', 0.004429437211301072)	('>100', 0.0207679210378874)	('>500', 0.017245764918937475)	('>1k', 0.007361132913038585)	('>5k', 0.0)	('>10k+', 0.30579036574590474)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG462 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG462_2	(1.0, 70.31155300191566)	(2.0, 20.07441093161584)	(3.0, 6.186982018674211)	(4.0, 1.9927786814064579)	(5.0, 0.7014114740323776)	(6.0, 0.2777562442247176)	(7.0, 0.1370662874114301)	(8.0, 0.08074551466395365)	(9.0, 0.03638876247917724)	('>10', 0.15583457112732232)	('>50', 0.0021826112317647147)	('>100', 0.012670826912246691)	('>500', 0.0)	('>1k', 0.005789004714309906)	('>5k', 0.024430069590510667)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG463 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG463_1	(1.0, 85.21028516009184)	(2.0, 11.380047143346598)	(3.0, 2.1057086759916745)	(4.0, 0.5826119526106445)	(5.0, 0.18149189391292816)	(6.0, 0.0572499831659234)	(7.0, 0.026157443933363927)	(8.0, 0.01713136316260523)	(9.0, 0.013122210353613115)	('>10', 0.03794286034361622)	('>50', 0.004500238450517158)	('>100', 0.02151435975315603)	('>500', 0.010908395828695915)	('>1k', 0.009518089100021129)	('>5k', 0.0)	('>10k+', 0.34181022995481686)
