"Drug","FC","abb_strain_name"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.533147467458172,"A. omnicolens"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
"Mycophenolate Mofetil",0.736820707427026,"C. ochracea"
