Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291_1	0.28225083567907144	0.12928497045375847
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293_1	0.24431556999779513	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294_1	0.1808131735211322	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295_1	0.17260566072617686	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296_1	0.20728870674828204	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297_1	0.21888288043804358	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299_1	0.20033166538365024	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300_1	0.1684735943017432	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301_1	0.2024772752658658	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302_1	0.2034535659831562	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303_1	0.11084414815744131	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304_1	0.2172128920922026	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304_2	0.5396850460091218	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305_1	0.1951391099734469	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307_1	0.20446908140152914	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308_1	0.18658404204734347	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309_1	0.20029889236878184	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310_1	0.16755698372768724	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311_1	0.2068332969159491	0.10561477560131205
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312_1	0.2483468511372237	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314_1	0.16027766875957927	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315_1	0.25868038084773676	0.1326179310417938
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316_1	0.19529578407024745	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317_1	0.10210303694819564	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318_1	0.159429773236839	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG318_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319_1	0.18022725190761998	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG319_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320_1	0.19733674048482136	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG320_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321_1	0.30820989680672073	0.16081322115456131
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG321_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322_1	0.22558536745675642	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG322_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323_1	0.17735474160997508	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG323_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324_1	0.18794951667515536	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG324_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325_1	0.20437690945700823	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG325_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326_1	1.556902063591746	0.6183711584037623
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG326_2	0.12815818381545221	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG327 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG327_1	0.6328544599661494	0.2454320315949977
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG327 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG327_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG328 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG328_1	0.18490026048533673	0.10464083144866362
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG328 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG328_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG329 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG329_1	0.1345132528737423	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG329 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG329_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG330 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG330_1	0.16523590582854297	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG330 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG330_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG331 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG331_1	0.13702650037791256	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG331 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG331_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG332 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG332_1	0.5696307775835193	0.2676744934300641
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG332 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG332_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG333 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG333_1	0.21761282214781308	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG333 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG333_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG334 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG334_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG334 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG334_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG335 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG335_1	0.16874692149602216	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG335 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG335_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG336 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG336_1	0.16013997439713606	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG336 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG336_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG337 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG337_1	0.19626769919443904	0.11517990650688564
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG337 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG337_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG338 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG338_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG338 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG338_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG339 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG339_1	0.16364436177226396	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG339 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG339_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG340 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG340_1	0.19934540472196768	0.0
