Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289_1	(14.0, 3.0)	(15.0, 13.0)	(16.0, 55.0)	(17.0, 110.0)	(18.0, 325.0)	(19.0, 790.0)	(20.0, 1744.0)	(21.0, 3948.0)	(22.0, 8429.0)	(23.0, 17743.0)	(24.0, 35247.0)	(25.0, 70183.0)	(26.0, 126955.0)	(27.0, 223238.0)	(28.0, 354789.0)	(29.0, 534130.0)	(30.0, 742850.0)	(31.0, 1018699.0)	(32.0, 1415128.0)	(33.0, 1799326.0)	(34.0, 2615635.0)	(35.0, 5320530.0)	(36.0, 16219352.0)	(37.0, 771247.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289_2	(11.0, 3.0)	(12.0, 333.0)	(13.0, 1729.0)	(14.0, 2294.0)	(15.0, 2096.0)	(16.0, 1919.0)	(17.0, 2110.0)	(18.0, 2916.0)	(19.0, 5977.0)	(20.0, 13024.0)	(21.0, 27343.0)	(22.0, 52119.0)	(23.0, 91222.0)	(24.0, 133248.0)	(25.0, 149101.0)	(26.0, 157962.0)	(27.0, 206535.0)	(28.0, 270436.0)	(29.0, 369080.0)	(30.0, 506152.0)	(31.0, 731297.0)	(32.0, 1072193.0)	(33.0, 1747485.0)	(34.0, 3146795.0)	(35.0, 7296906.0)	(36.0, 14838504.0)	(37.0, 451690.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290_1	(14.0, 5.0)	(15.0, 35.0)	(16.0, 75.0)	(17.0, 209.0)	(18.0, 433.0)	(19.0, 915.0)	(20.0, 1848.0)	(21.0, 4013.0)	(22.0, 7826.0)	(23.0, 14581.0)	(24.0, 26110.0)	(25.0, 48114.0)	(26.0, 85524.0)	(27.0, 153390.0)	(28.0, 251582.0)	(29.0, 394103.0)	(30.0, 569960.0)	(31.0, 804247.0)	(32.0, 1081021.0)	(33.0, 1542840.0)	(34.0, 2375588.0)	(35.0, 4717469.0)	(36.0, 14687507.0)	(37.0, 813758.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290_2	(11.0, 10.0)	(12.0, 154.0)	(13.0, 1102.0)	(14.0, 2060.0)	(15.0, 2313.0)	(16.0, 2378.0)	(17.0, 2636.0)	(18.0, 4030.0)	(19.0, 7475.0)	(20.0, 15719.0)	(21.0, 32020.0)	(22.0, 59033.0)	(23.0, 101206.0)	(24.0, 116784.0)	(25.0, 126275.0)	(26.0, 157974.0)	(27.0, 212712.0)	(28.0, 280105.0)	(29.0, 381608.0)	(30.0, 521475.0)	(31.0, 746748.0)	(32.0, 1080188.0)	(33.0, 1728633.0)	(34.0, 3007103.0)	(35.0, 6531369.0)	(36.0, 12130444.0)	(37.0, 329599.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291_1	(14.0, 2.0)	(15.0, 12.0)	(16.0, 44.0)	(17.0, 127.0)	(18.0, 321.0)	(19.0, 706.0)	(20.0, 1677.0)	(21.0, 3741.0)	(22.0, 7729.0)	(23.0, 16444.0)	(24.0, 32029.0)	(25.0, 62607.0)	(26.0, 114568.0)	(27.0, 205556.0)	(28.0, 335148.0)	(29.0, 519377.0)	(30.0, 746332.0)	(31.0, 1046317.0)	(32.0, 1392043.0)	(33.0, 1961874.0)	(34.0, 2986864.0)	(35.0, 5843919.0)	(36.0, 15628342.0)	(37.0, 710425.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291_2	(11.0, 3.0)	(12.0, 271.0)	(13.0, 1375.0)	(14.0, 1923.0)	(15.0, 1926.0)	(16.0, 1787.0)	(17.0, 2026.0)	(18.0, 2958.0)	(19.0, 6170.0)	(20.0, 13617.0)	(21.0, 29376.0)	(22.0, 55791.0)	(23.0, 101326.0)	(24.0, 145433.0)	(25.0, 149815.0)	(26.0, 173263.0)	(27.0, 234739.0)	(28.0, 314209.0)	(29.0, 436151.0)	(30.0, 606263.0)	(31.0, 882068.0)	(32.0, 1294315.0)	(33.0, 2071835.0)	(34.0, 3547320.0)	(35.0, 7464759.0)	(36.0, 13675296.0)	(37.0, 402189.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292_1	(14.0, 2.0)	(15.0, 17.0)	(16.0, 43.0)	(17.0, 151.0)	(18.0, 353.0)	(19.0, 899.0)	(20.0, 2029.0)	(21.0, 4561.0)	(22.0, 9676.0)	(23.0, 20353.0)	(24.0, 39767.0)	(25.0, 76501.0)	(26.0, 134610.0)	(27.0, 231331.0)	(28.0, 357188.0)	(29.0, 530342.0)	(30.0, 727822.0)	(31.0, 987011.0)	(32.0, 1379537.0)	(33.0, 1758867.0)	(34.0, 2497334.0)	(35.0, 5013862.0)	(36.0, 14994426.0)	(37.0, 729336.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292_2	(11.0, 2.0)	(12.0, 192.0)	(13.0, 1104.0)	(14.0, 1593.0)	(15.0, 1613.0)	(16.0, 1533.0)	(17.0, 1710.0)	(18.0, 2513.0)	(19.0, 5159.0)	(20.0, 11440.0)	(21.0, 24742.0)	(22.0, 47433.0)	(23.0, 82834.0)	(24.0, 111866.0)	(25.0, 127591.0)	(26.0, 155948.0)	(27.0, 209386.0)	(28.0, 274622.0)	(29.0, 375427.0)	(30.0, 511456.0)	(31.0, 735325.0)	(32.0, 1065355.0)	(33.0, 1712339.0)	(34.0, 3010813.0)	(35.0, 6797708.0)	(36.0, 13776065.0)	(37.0, 450249.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293_1	(15.0, 11.0)	(16.0, 54.0)	(17.0, 136.0)	(18.0, 356.0)	(19.0, 768.0)	(20.0, 1627.0)	(21.0, 3442.0)	(22.0, 7057.0)	(23.0, 13610.0)	(24.0, 23670.0)	(25.0, 43549.0)	(26.0, 76842.0)	(27.0, 136748.0)	(28.0, 222470.0)	(29.0, 347539.0)	(30.0, 503742.0)	(31.0, 711464.0)	(32.0, 958002.0)	(33.0, 1361692.0)	(34.0, 2068001.0)	(35.0, 4007078.0)	(36.0, 11818124.0)	(37.0, 629519.0)								
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293_2	(11.0, 9.0)	(12.0, 230.0)	(13.0, 1177.0)	(14.0, 1871.0)	(15.0, 1925.0)	(16.0, 1823.0)	(17.0, 2081.0)	(18.0, 3248.0)	(19.0, 7363.0)	(20.0, 17608.0)	(21.0, 36444.0)	(22.0, 64641.0)	(23.0, 103897.0)	(24.0, 130935.0)	(25.0, 147347.0)	(26.0, 174245.0)	(27.0, 227209.0)	(28.0, 289212.0)	(29.0, 383403.0)	(30.0, 510623.0)	(31.0, 714028.0)	(32.0, 1002460.0)	(33.0, 1552845.0)	(34.0, 2594046.0)	(35.0, 5384648.0)	(36.0, 9348240.0)	(37.0, 233943.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294_1	(14.0, 3.0)	(15.0, 15.0)	(16.0, 41.0)	(17.0, 141.0)	(18.0, 335.0)	(19.0, 659.0)	(20.0, 1538.0)	(21.0, 3195.0)	(22.0, 6200.0)	(23.0, 12011.0)	(24.0, 21911.0)	(25.0, 41471.0)	(26.0, 76222.0)	(27.0, 139347.0)	(28.0, 232156.0)	(29.0, 367358.0)	(30.0, 532020.0)	(31.0, 751925.0)	(32.0, 1026496.0)	(33.0, 1485594.0)	(34.0, 2129256.0)	(35.0, 4285955.0)	(36.0, 13658579.0)	(37.0, 734010.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294_2	(11.0, 7.0)	(12.0, 192.0)	(13.0, 1129.0)	(14.0, 1945.0)	(15.0, 2113.0)	(16.0, 2003.0)	(17.0, 2271.0)	(18.0, 3478.0)	(19.0, 6993.0)	(20.0, 14616.0)	(21.0, 29272.0)	(22.0, 52392.0)	(23.0, 89999.0)	(24.0, 108678.0)	(25.0, 112418.0)	(26.0, 137864.0)	(27.0, 185080.0)	(28.0, 243408.0)	(29.0, 331381.0)	(30.0, 452678.0)	(31.0, 648233.0)	(32.0, 941462.0)	(33.0, 1511886.0)	(34.0, 2656331.0)	(35.0, 5961042.0)	(36.0, 11682446.0)	(37.0, 327121.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295_1	(14.0, 3.0)	(15.0, 32.0)	(16.0, 104.0)	(17.0, 205.0)	(18.0, 346.0)	(19.0, 780.0)	(20.0, 1539.0)	(21.0, 2988.0)	(22.0, 5612.0)	(23.0, 10509.0)	(24.0, 18162.0)	(25.0, 34211.0)	(26.0, 62527.0)	(27.0, 112183.0)	(28.0, 186201.0)	(29.0, 295560.0)	(30.0, 433088.0)	(31.0, 617574.0)	(32.0, 832378.0)	(33.0, 1192096.0)	(34.0, 1849300.0)	(35.0, 3752791.0)	(36.0, 12171940.0)	(37.0, 705351.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295_2	(11.0, 2.0)	(12.0, 98.0)	(13.0, 738.0)	(14.0, 1327.0)	(15.0, 1419.0)	(16.0, 1530.0)	(17.0, 1753.0)	(18.0, 2698.0)	(19.0, 5308.0)	(20.0, 11228.0)	(21.0, 22868.0)	(22.0, 41612.0)	(23.0, 70897.0)	(24.0, 79848.0)	(25.0, 87291.0)	(26.0, 110418.0)	(27.0, 148239.0)	(28.0, 195892.0)	(29.0, 268309.0)	(30.0, 368959.0)	(31.0, 531083.0)	(32.0, 777095.0)	(33.0, 1261997.0)	(34.0, 2252633.0)	(35.0, 5161184.0)	(36.0, 10558667.0)	(37.0, 322387.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296_1	(13.0, 1.0)	(14.0, 8.0)	(15.0, 48.0)	(16.0, 119.0)	(17.0, 249.0)	(18.0, 538.0)	(19.0, 1000.0)	(20.0, 2116.0)	(21.0, 4273.0)	(22.0, 8564.0)	(23.0, 15763.0)	(24.0, 28066.0)	(25.0, 52234.0)	(26.0, 93197.0)	(27.0, 164769.0)	(28.0, 265815.0)	(29.0, 407211.0)	(30.0, 580998.0)	(31.0, 806945.0)	(32.0, 1077708.0)	(33.0, 1573266.0)	(34.0, 2256061.0)	(35.0, 4491513.0)	(36.0, 13687535.0)	(37.0, 694719.0)						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296_2	(11.0, 6.0)	(12.0, 264.0)	(13.0, 1185.0)	(14.0, 1929.0)	(15.0, 1954.0)	(16.0, 1960.0)	(17.0, 2676.0)	(18.0, 4882.0)	(19.0, 10942.0)	(20.0, 22565.0)	(21.0, 41409.0)	(22.0, 69235.0)	(23.0, 108849.0)	(24.0, 145470.0)	(25.0, 170308.0)	(26.0, 202541.0)	(27.0, 270032.0)	(28.0, 353577.0)	(29.0, 479734.0)	(30.0, 656342.0)	(31.0, 941555.0)	(32.0, 1361885.0)	(33.0, 2168196.0)	(34.0, 3655193.0)	(35.0, 7005454.0)	(36.0, 8416427.0)	(37.0, 118146.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297_1	(14.0, 4.0)	(15.0, 18.0)	(16.0, 57.0)	(17.0, 130.0)	(18.0, 316.0)	(19.0, 662.0)	(20.0, 1277.0)	(21.0, 2863.0)	(22.0, 5733.0)	(23.0, 10604.0)	(24.0, 19316.0)	(25.0, 37089.0)	(26.0, 66652.0)	(27.0, 120036.0)	(28.0, 197786.0)	(29.0, 310364.0)	(30.0, 448497.0)	(31.0, 632976.0)	(32.0, 853806.0)	(33.0, 1246961.0)	(34.0, 1807784.0)	(35.0, 3595368.0)	(36.0, 11202121.0)	(37.0, 605694.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297_2	(11.0, 3.0)	(12.0, 205.0)	(13.0, 1052.0)	(14.0, 1713.0)	(15.0, 1670.0)	(16.0, 1567.0)	(17.0, 1747.0)	(18.0, 2481.0)	(19.0, 4741.0)	(20.0, 10141.0)	(21.0, 20794.0)	(22.0, 38956.0)	(23.0, 67080.0)	(24.0, 86941.0)	(25.0, 91255.0)	(26.0, 109876.0)	(27.0, 148408.0)	(28.0, 195689.0)	(29.0, 266574.0)	(30.0, 365136.0)	(31.0, 526033.0)	(32.0, 763798.0)	(33.0, 1227785.0)	(34.0, 2156283.0)	(35.0, 4840186.0)	(36.0, 9930747.0)	(37.0, 305253.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299_1	(14.0, 2.0)	(15.0, 13.0)	(16.0, 60.0)	(17.0, 150.0)	(18.0, 331.0)	(19.0, 797.0)	(20.0, 1539.0)	(21.0, 3386.0)	(22.0, 6676.0)	(23.0, 13417.0)	(24.0, 25087.0)	(25.0, 49055.0)	(26.0, 89675.0)	(27.0, 163816.0)	(28.0, 270226.0)	(29.0, 422579.0)	(30.0, 608767.0)	(31.0, 849201.0)	(32.0, 1132679.0)	(33.0, 1642105.0)	(34.0, 2417483.0)	(35.0, 4855258.0)	(36.0, 15962503.0)	(37.0, 859982.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299_2	(11.0, 2.0)	(12.0, 116.0)	(13.0, 892.0)	(14.0, 1727.0)	(15.0, 1964.0)	(16.0, 2004.0)	(17.0, 2186.0)	(18.0, 3190.0)	(19.0, 6150.0)	(20.0, 12466.0)	(21.0, 25149.0)	(22.0, 45987.0)	(23.0, 82467.0)	(24.0, 94019.0)	(25.0, 95295.0)	(26.0, 120827.0)	(27.0, 167128.0)	(28.0, 225934.0)	(29.0, 316761.0)	(30.0, 443839.0)	(31.0, 651514.0)	(32.0, 970300.0)	(33.0, 1606097.0)	(34.0, 2942206.0)	(35.0, 6952341.0)	(36.0, 14212639.0)	(37.0, 391587.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300_1	(14.0, 2.0)	(15.0, 11.0)	(16.0, 38.0)	(17.0, 114.0)	(18.0, 271.0)	(19.0, 544.0)	(20.0, 1251.0)	(21.0, 2757.0)	(22.0, 5598.0)	(23.0, 11856.0)	(24.0, 24457.0)	(25.0, 50168.0)	(26.0, 95386.0)	(27.0, 176803.0)	(28.0, 290030.0)	(29.0, 451100.0)	(30.0, 642148.0)	(31.0, 884123.0)	(32.0, 1156782.0)	(33.0, 1606759.0)	(34.0, 2445770.0)	(35.0, 5003036.0)	(36.0, 16602993.0)	(37.0, 891037.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300_2	(11.0, 7.0)	(12.0, 208.0)	(13.0, 1200.0)	(14.0, 1868.0)	(15.0, 1656.0)	(16.0, 1607.0)	(17.0, 1756.0)	(18.0, 2558.0)	(19.0, 4828.0)	(20.0, 9972.0)	(21.0, 20379.0)	(22.0, 38150.0)	(23.0, 67128.0)	(24.0, 89325.0)	(25.0, 101112.0)	(26.0, 125229.0)	(27.0, 169288.0)	(28.0, 228684.0)	(29.0, 318462.0)	(30.0, 443026.0)	(31.0, 654700.0)	(32.0, 981250.0)	(33.0, 1640423.0)	(34.0, 3033558.0)	(35.0, 7238100.0)	(36.0, 14752355.0)	(37.0, 416205.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301_1	(14.0, 2.0)	(15.0, 19.0)	(16.0, 74.0)	(17.0, 194.0)	(18.0, 422.0)	(19.0, 824.0)	(20.0, 1676.0)	(21.0, 3230.0)	(22.0, 6409.0)	(23.0, 12124.0)	(24.0, 22554.0)	(25.0, 42873.0)	(26.0, 78043.0)	(27.0, 139595.0)	(28.0, 227320.0)	(29.0, 351031.0)	(30.0, 501129.0)	(31.0, 693737.0)	(32.0, 916356.0)	(33.0, 1306341.0)	(34.0, 1919447.0)	(35.0, 3707249.0)	(36.0, 11409536.0)	(37.0, 620798.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301_2	(11.0, 9.0)	(12.0, 261.0)	(13.0, 1081.0)	(14.0, 1683.0)	(15.0, 1684.0)	(16.0, 1547.0)	(17.0, 1712.0)	(18.0, 2584.0)	(19.0, 5229.0)	(20.0, 11496.0)	(21.0, 23350.0)	(22.0, 42203.0)	(23.0, 71177.0)	(24.0, 95135.0)	(25.0, 105642.0)	(26.0, 127060.0)	(27.0, 171686.0)	(28.0, 228658.0)	(29.0, 314218.0)	(30.0, 431719.0)	(31.0, 622304.0)	(32.0, 909084.0)	(33.0, 1459751.0)	(34.0, 2536502.0)	(35.0, 5404035.0)	(36.0, 9158006.0)	(37.0, 233167.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302_1	(14.0, 7.0)	(15.0, 28.0)	(16.0, 127.0)	(17.0, 298.0)	(18.0, 592.0)	(19.0, 1324.0)	(20.0, 2621.0)	(21.0, 5387.0)	(22.0, 11347.0)	(23.0, 23329.0)	(24.0, 43693.0)	(25.0, 80328.0)	(26.0, 137711.0)	(27.0, 233424.0)	(28.0, 365605.0)	(29.0, 551326.0)	(30.0, 763376.0)	(31.0, 1041048.0)	(32.0, 1359504.0)	(33.0, 1912979.0)	(34.0, 2798874.0)	(35.0, 5353575.0)	(36.0, 15354630.0)	(37.0, 748202.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302_2	(11.0, 6.0)	(12.0, 384.0)	(13.0, 1799.0)	(14.0, 2297.0)	(15.0, 2090.0)	(16.0, 1853.0)	(17.0, 2093.0)	(18.0, 3259.0)	(19.0, 6872.0)	(20.0, 16249.0)	(21.0, 34250.0)	(22.0, 61338.0)	(23.0, 96197.0)	(24.0, 135685.0)	(25.0, 176678.0)	(26.0, 195488.0)	(27.0, 243353.0)	(28.0, 312839.0)	(29.0, 420625.0)	(30.0, 567675.0)	(31.0, 808889.0)	(32.0, 1167169.0)	(33.0, 1864981.0)	(34.0, 3259742.0)	(35.0, 7224914.0)	(36.0, 13774792.0)	(37.0, 407818.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303_1	(14.0, 3.0)	(15.0, 18.0)	(16.0, 66.0)	(17.0, 207.0)	(18.0, 428.0)	(19.0, 879.0)	(20.0, 1792.0)	(21.0, 3639.0)	(22.0, 6861.0)	(23.0, 11833.0)	(24.0, 19434.0)	(25.0, 32709.0)	(26.0, 52767.0)	(27.0, 89790.0)	(28.0, 144034.0)	(29.0, 226137.0)	(30.0, 331459.0)	(31.0, 478756.0)	(32.0, 657933.0)	(33.0, 950375.0)	(34.0, 1429147.0)	(35.0, 2752201.0)	(36.0, 8141165.0)	(37.0, 482463.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303_2	(11.0, 2.0)	(12.0, 92.0)	(13.0, 459.0)	(14.0, 936.0)	(15.0, 1100.0)	(16.0, 1096.0)	(17.0, 1189.0)	(18.0, 1797.0)	(19.0, 3808.0)	(20.0, 9004.0)	(21.0, 19172.0)	(22.0, 33802.0)	(23.0, 53709.0)	(24.0, 69840.0)	(25.0, 84764.0)	(26.0, 104529.0)	(27.0, 139715.0)	(28.0, 181521.0)	(29.0, 245124.0)	(30.0, 330162.0)	(31.0, 467439.0)	(32.0, 663327.0)	(33.0, 1030857.0)	(34.0, 1725917.0)	(35.0, 3592982.0)	(36.0, 6840670.0)	(37.0, 211083.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304_1	(13.0, 1.0)	(14.0, 6.0)	(15.0, 58.0)	(16.0, 242.0)	(17.0, 705.0)	(18.0, 1622.0)	(19.0, 3289.0)	(20.0, 6408.0)	(21.0, 12005.0)	(22.0, 22540.0)	(23.0, 39616.0)	(24.0, 66600.0)	(25.0, 113363.0)	(26.0, 183835.0)	(27.0, 301530.0)	(28.0, 461374.0)	(29.0, 689995.0)	(30.0, 967243.0)	(31.0, 1343070.0)	(32.0, 1785281.0)	(33.0, 2561304.0)	(34.0, 3528762.0)	(35.0, 6165951.0)	(36.0, 16740521.0)	(37.0, 1154467.0)						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304_2	(11.0, 2.0)	(12.0, 172.0)	(13.0, 1009.0)	(14.0, 2066.0)	(15.0, 2874.0)	(16.0, 3523.0)	(17.0, 5619.0)	(18.0, 11858.0)	(19.0, 29445.0)	(20.0, 64099.0)	(21.0, 121381.0)	(22.0, 182700.0)	(23.0, 245455.0)	(24.0, 301825.0)	(25.0, 355901.0)	(26.0, 387319.0)	(27.0, 468497.0)	(28.0, 570712.0)	(29.0, 729535.0)	(30.0, 933887.0)	(31.0, 1257246.0)	(32.0, 1701181.0)	(33.0, 2498385.0)	(34.0, 3900814.0)	(35.0, 7466028.0)	(36.0, 14276353.0)	(37.0, 631902.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305_1	(13.0, 1.0)	(14.0, 3.0)	(15.0, 7.0)	(16.0, 46.0)	(17.0, 146.0)	(18.0, 331.0)	(19.0, 717.0)	(20.0, 1641.0)	(21.0, 3465.0)	(22.0, 7144.0)	(23.0, 14719.0)	(24.0, 27937.0)	(25.0, 53561.0)	(26.0, 95370.0)	(27.0, 164917.0)	(28.0, 255645.0)	(29.0, 382552.0)	(30.0, 529427.0)	(31.0, 714161.0)	(32.0, 923022.0)	(33.0, 1286919.0)	(34.0, 1906912.0)	(35.0, 3676873.0)	(36.0, 11417253.0)	(37.0, 637875.0)						
